SnapshotDate,ClinicID,ItemID,ItemName,Category,UnitCost,ChargePrice,UnitsOnHand,UnitsUsedMonth,UnitsWastedMonth,ReorderPoint,StockoutFlag,InventoryValue
2024-04-30,CL008,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,46,39,0,30,No,552.0
2024-04-30,CL008,IT011,Microchip,Preventive,11.0,55.0,131,106,1,80,No,1441.0
2024-04-30,CL008,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,165,95,3,100,No,2640.0
2024-04-30,CL008,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,137,118,2,100,No,1301.5
2024-04-30,CL008,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,796,596,14,500,No,143.28
2024-04-30,CL008,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,975,552,9,500,No,117.0
2024-04-30,CL009,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,98,70,0,60,No,1813.0
2024-04-30,CL009,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,52,43,0,45,No,897.0
2024-04-30,CL009,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,108,58,2,70,No,3456.0
2024-04-30,CL009,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,41,42,1,50,No,1189.0
2024-04-30,CL009,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,153,53,4,100,No,2218.5
2024-04-30,CL009,IT006,CBC Cartridge,Diagnostics,38.0,95.0,103,88,2,80,No,3914.0
2024-04-30,CL009,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,58,57,0,70,No,2668.0
2024-04-30,CL009,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,162,94,5,120,No,688.5
2024-04-30,CL009,IT009,Suture Pack,Surgical Supplies,7.5,32.0,157,35,0,75,No,1177.5
2024-04-30,CL009,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,29,19,1,30,No,348.0
2024-04-30,CL009,IT011,Microchip,Preventive,11.0,55.0,107,82,0,80,No,1177.0
2024-04-30,CL009,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,45,116,0,100,No,720.0
2024-04-30,CL009,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,108,65,0,100,No,1026.0
2024-04-30,CL009,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,913,464,11,500,No,164.34
2024-04-30,CL009,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,393,325,14,500,No,47.16
2024-04-30,CL010,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,103,65,0,60,No,1905.5
2024-04-30,CL010,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,64,33,5,45,No,1104.0
2024-04-30,CL010,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,98,79,1,70,No,3136.0
2024-04-30,CL010,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,26,67,3,50,No,754.0
2024-04-30,CL010,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,119,105,4,100,No,1725.5
2024-04-30,CL010,IT006,CBC Cartridge,Diagnostics,38.0,95.0,144,94,0,80,No,5472.0
2024-04-30,CL010,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,111,48,2,70,No,5106.0
2024-04-30,CL010,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,275,84,2,120,No,1168.75
2024-04-30,CL010,IT009,Suture Pack,Surgical Supplies,7.5,32.0,65,54,2,75,No,487.5
2024-04-30,CL010,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,20,23,0,30,No,240.0
2024-04-30,CL010,IT011,Microchip,Preventive,11.0,55.0,182,105,0,80,No,2002.0
2024-04-30,CL010,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,131,92,2,100,No,2096.0
2024-04-30,CL010,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,124,73,4,100,No,1178.0
2024-04-30,CL010,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,628,445,12,500,No,113.04
2024-04-30,CL010,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,747,635,14,500,No,89.64
2024-04-30,CL011,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,0,73,1,60,Yes,0.0
2024-04-30,CL011,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,57,36,2,45,No,983.25
2024-04-30,CL011,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,53,82,0,70,No,1696.0
2024-04-30,CL011,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,62,46,1,50,No,1798.0
2024-04-30,CL011,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,144,47,1,100,No,2088.0
2024-04-30,CL011,IT006,CBC Cartridge,Diagnostics,38.0,95.0,9,87,3,80,Yes,342.0
2024-04-30,CL011,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,76,94,2,70,No,3496.0
2024-04-30,CL011,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,225,107,4,120,No,956.25
2024-04-30,CL011,IT009,Suture Pack,Surgical Supplies,7.5,32.0,127,86,0,75,No,952.5
2024-04-30,CL011,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,49,37,0,30,No,588.0
2024-04-30,CL011,IT011,Microchip,Preventive,11.0,55.0,117,44,1,80,No,1287.0
2024-04-30,CL011,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,111,27,0,100,No,1776.0
2024-04-30,CL011,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,216,88,4,100,No,2052.0
2024-04-30,CL011,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,680,365,12,500,No,122.4
2024-04-30,CL011,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,914,525,16,500,No,109.68
2024-04-30,CL012,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,78,46,3,60,No,1443.0
2024-04-30,CL012,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,61,51,2,45,No,1052.25
2024-04-30,CL012,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,129,53,0,70,No,4128.0
2024-04-30,CL012,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,57,56,0,50,No,1653.0
2024-04-30,CL012,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,122,46,2,100,No,1769.0
2024-04-30,CL012,IT006,CBC Cartridge,Diagnostics,38.0,95.0,109,71,4,80,No,4142.0
2024-04-30,CL012,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,69,39,1,70,No,3174.0
2024-04-30,CL012,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,164,98,4,120,No,697.0
2024-04-30,CL012,IT009,Suture Pack,Surgical Supplies,7.5,32.0,58,49,3,75,No,435.0
2024-04-30,CL012,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,41,35,0,30,No,492.0
2024-04-30,CL012,IT011,Microchip,Preventive,11.0,55.0,99,107,2,80,No,1089.0
2024-04-30,CL012,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,118,107,2,100,No,1888.0
2024-04-30,CL012,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,140,76,0,100,No,1330.0
2024-04-30,CL012,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,429,592,10,500,No,77.22
2024-04-30,CL012,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,427,334,13,500,No,51.24
2024-05-31,CL001,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,39,46,2,60,No,721.5
2024-05-31,CL001,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,45,23,0,45,No,776.25
2024-05-31,CL001,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,102,56,0,70,No,3264.0
2024-05-31,CL001,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,36,69,2,50,No,1044.0
2024-05-31,CL001,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,167,145,2,100,No,2421.5
2024-05-31,CL001,IT006,CBC Cartridge,Diagnostics,38.0,95.0,63,44,2,80,No,2394.0
2024-05-31,CL001,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,111,77,0,70,No,5106.0
2024-05-31,CL001,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,87,64,3,120,No,369.75
2024-05-31,CL001,IT009,Suture Pack,Surgical Supplies,7.5,32.0,138,38,1,75,No,1035.0
2024-05-31,CL001,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,53,25,4,30,No,636.0
2024-05-31,CL001,IT011,Microchip,Preventive,11.0,55.0,14,55,1,80,No,154.0
2024-05-31,CL001,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,123,135,1,100,No,1968.0
2024-05-31,CL001,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,50,125,4,100,No,475.0
2024-05-31,CL001,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,687,619,10,500,No,123.66
2024-05-31,CL001,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,787,530,10,500,No,94.44
2024-05-31,CL002,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,85,76,4,60,No,1572.5
2024-05-31,CL002,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,38,31,0,45,No,655.5
2024-05-31,CL002,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,61,33,1,70,No,1952.0
2024-05-31,CL002,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,40,44,4,50,No,1160.0
2024-05-31,CL002,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,254,106,0,100,No,3683.0
2024-05-31,CL002,IT006,CBC Cartridge,Diagnostics,38.0,95.0,129,70,3,80,No,4902.0
2024-05-31,CL002,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,74,59,1,70,No,3404.0
2024-05-31,CL002,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,159,48,2,120,No,675.75
2024-05-31,CL002,IT009,Suture Pack,Surgical Supplies,7.5,32.0,37,30,2,75,No,277.5
2024-05-31,CL002,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,54,24,0,30,No,648.0
2024-05-31,CL002,IT011,Microchip,Preventive,11.0,55.0,115,120,0,80,No,1265.0
2024-05-31,CL002,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,150,102,1,100,No,2400.0
2024-05-31,CL002,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,183,76,1,100,No,1738.5
2024-05-31,CL002,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,605,373,14,500,No,108.9
2024-05-31,CL002,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,757,492,12,500,No,90.84
2024-05-31,CL003,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,65,39,1,60,No,1202.5
2024-05-31,CL003,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,90,40,2,45,No,1552.5
2024-05-31,CL003,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,124,62,1,70,No,3968.0
2024-05-31,CL003,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,86,51,3,50,No,2494.0
2024-05-31,CL003,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,205,112,2,100,No,2972.5
2024-05-31,CL003,IT006,CBC Cartridge,Diagnostics,38.0,95.0,108,51,1,80,No,4104.0
2024-05-31,CL003,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,66,67,0,70,No,3036.0
2024-05-31,CL003,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,143,86,5,120,No,607.75
2024-05-31,CL003,IT009,Suture Pack,Surgical Supplies,7.5,32.0,115,45,1,75,No,862.5
2024-05-31,CL003,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,39,34,1,30,No,468.0
2024-05-31,CL003,IT011,Microchip,Preventive,11.0,55.0,139,57,3,80,No,1529.0
2024-05-31,CL003,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,79,93,1,100,No,1264.0
2024-05-31,CL003,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,108,128,2,100,No,1026.0
2024-05-31,CL003,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,777,614,12,500,No,139.86
2024-05-31,CL003,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,430,689,12,500,No,51.6
2024-05-31,CL004,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,71,49,0,60,No,1313.5
2024-05-31,CL004,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,38,27,3,45,No,655.5
2024-05-31,CL004,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,101,67,2,70,No,3232.0
2024-05-31,CL004,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,61,23,1,50,No,1769.0
2024-05-31,CL004,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,139,94,1,100,No,2015.5
2024-05-31,CL004,IT006,CBC Cartridge,Diagnostics,38.0,95.0,115,49,0,80,No,4370.0
2024-05-31,CL004,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,61,46,2,70,No,2806.0
2024-05-31,CL004,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,203,132,2,120,No,862.75
2024-05-31,CL004,IT009,Suture Pack,Surgical Supplies,7.5,32.0,121,60,3,75,No,907.5
2024-05-31,CL004,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,51,23,0,30,No,612.0
2024-05-31,CL004,IT011,Microchip,Preventive,11.0,55.0,39,70,2,80,No,429.0
2024-05-31,CL004,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,117,100,4,100,No,1872.0
2024-05-31,CL004,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,108,91,2,100,No,1026.0
2024-05-31,CL004,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,585,537,12,500,No,105.3
2024-05-31,CL004,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,485,388,11,500,No,58.2
2024-05-31,CL005,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,34,42,0,60,No,629.0
2024-05-31,CL005,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,54,36,2,45,No,931.5
2024-05-31,CL005,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,87,78,0,70,No,2784.0
2024-05-31,CL005,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,112,58,0,50,No,3248.0
2024-05-31,CL005,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,118,82,2,100,No,1711.0
2024-05-31,CL005,IT006,CBC Cartridge,Diagnostics,38.0,95.0,116,95,0,80,No,4408.0
2024-05-31,CL005,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,35,34,2,70,No,1610.0
2024-05-31,CL005,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,174,113,4,120,No,739.5
2024-05-31,CL005,IT009,Suture Pack,Surgical Supplies,7.5,32.0,75,52,0,75,No,562.5
2024-05-31,CL005,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,25,35,0,30,No,300.0
2024-05-31,CL005,IT011,Microchip,Preventive,11.0,55.0,53,81,0,80,No,583.0
2024-05-31,CL005,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,214,88,1,100,No,3424.0
2024-05-31,CL005,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,147,38,4,100,No,1396.5
2024-05-31,CL005,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,309,392,11,500,No,55.62
2024-05-31,CL005,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,654,378,14,500,No,78.48
2024-05-31,CL006,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,58,29,0,60,No,1073.0
2024-05-31,CL006,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,77,39,0,45,No,1328.25
2024-05-31,CL006,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,93,79,1,70,No,2976.0
2024-05-31,CL006,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,57,47,1,50,No,1653.0
2024-05-31,CL006,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,115,96,4,100,No,1667.5
2024-05-31,CL006,IT006,CBC Cartridge,Diagnostics,38.0,95.0,136,68,0,80,No,5168.0
2024-05-31,CL006,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,128,83,0,70,No,5888.0
2024-05-31,CL006,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,111,116,4,120,No,471.75
2024-05-31,CL006,IT009,Suture Pack,Surgical Supplies,7.5,32.0,121,88,3,75,No,907.5
2024-05-31,CL006,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,45,22,0,30,No,540.0
2024-05-31,CL006,IT011,Microchip,Preventive,11.0,55.0,132,121,0,80,No,1452.0
2024-05-31,CL006,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,102,122,1,100,No,1632.0
2024-05-31,CL006,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,211,96,3,100,No,2004.5
2024-05-31,CL006,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,597,412,12,500,No,107.46
2024-05-31,CL006,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,651,594,11,500,No,78.12
2024-05-31,CL007,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,74,39,0,60,No,1369.0
2024-05-31,CL007,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,61,42,1,45,No,1052.25
2024-05-31,CL007,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,89,47,0,70,No,2848.0
2024-05-31,CL007,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,68,32,1,50,No,1972.0
2024-05-31,CL007,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,193,74,2,100,No,2798.5
2024-05-31,CL007,IT006,CBC Cartridge,Diagnostics,38.0,95.0,97,63,4,80,No,3686.0
2024-05-31,CL007,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,66,40,0,70,No,3036.0
2024-05-31,CL007,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,128,107,2,120,No,544.0
2024-05-31,CL007,IT009,Suture Pack,Surgical Supplies,7.5,32.0,76,74,1,75,No,570.0
2024-05-31,CL007,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,28,28,0,30,No,336.0
2024-05-31,CL007,IT011,Microchip,Preventive,11.0,55.0,110,45,0,80,No,1210.0
2024-05-31,CL007,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,114,148,2,100,No,1824.0
2024-05-31,CL007,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,157,80,2,100,No,1491.5
2024-05-31,CL007,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,967,576,14,500,No,174.06
2024-05-31,CL007,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,558,495,12,500,No,66.96
2024-05-31,CL008,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,24,48,3,60,No,444.0
2024-05-31,CL008,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,63,48,0,45,No,1086.75
2024-05-31,CL008,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,66,43,3,70,No,2112.0
2024-05-31,CL008,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,133,52,1,50,No,3857.0
2024-05-31,CL008,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,203,81,1,100,No,2943.5
2024-05-31,CL008,IT006,CBC Cartridge,Diagnostics,38.0,95.0,165,110,2,80,No,6270.0
2024-05-31,CL008,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,83,40,0,70,No,3818.0
2024-05-31,CL008,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,68,152,2,120,No,289.0
2024-05-31,CL008,IT009,Suture Pack,Surgical Supplies,7.5,32.0,92,46,0,75,No,690.0
2024-05-31,CL008,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,65,25,0,30,No,780.0
2024-05-31,CL008,IT011,Microchip,Preventive,11.0,55.0,82,66,3,80,No,902.0
2024-05-31,CL008,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,138,109,4,100,No,2208.0
2024-05-31,CL008,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,179,84,1,100,No,1700.5
2024-05-31,CL008,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,208,443,12,500,No,37.44
2024-05-31,CL008,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,569,427,14,500,No,68.28
2024-05-31,CL009,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,54,59,0,60,No,999.0
2024-05-31,CL009,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,52,27,4,45,No,897.0
2024-05-31,CL009,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,92,44,2,70,No,2944.0
2024-05-31,CL009,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,54,43,1,50,No,1566.0
2024-05-31,CL009,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,50,72,4,100,No,725.0
2024-05-31,CL009,IT006,CBC Cartridge,Diagnostics,38.0,95.0,86,57,1,80,No,3268.0
2024-05-31,CL009,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,159,64,3,70,No,7314.0
2024-05-31,CL009,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,105,77,6,120,No,446.25
2024-05-31,CL009,IT009,Suture Pack,Surgical Supplies,7.5,32.0,112,36,3,75,No,840.0
2024-05-31,CL009,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,43,33,1,30,No,516.0
2024-05-31,CL009,IT011,Microchip,Preventive,11.0,55.0,75,53,0,80,No,825.0
2024-05-31,CL009,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,170,78,5,100,No,2720.0
2024-05-31,CL009,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,175,88,2,100,No,1662.5
2024-05-31,CL009,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,655,341,10,500,No,117.9
2024-05-31,CL009,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,783,541,11,500,No,93.96
2024-05-31,CL010,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,49,63,0,60,No,906.5
2024-05-31,CL010,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,44,27,1,45,No,759.0
2024-05-31,CL010,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,79,75,1,70,No,2528.0
2024-05-31,CL010,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,61,40,0,50,No,1769.0
2024-05-31,CL010,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,96,95,2,100,No,1392.0
2024-05-31,CL010,IT006,CBC Cartridge,Diagnostics,38.0,95.0,95,53,1,80,No,3610.0
2024-05-31,CL010,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,111,68,1,70,No,5106.0
2024-05-31,CL010,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,103,143,2,120,No,437.75
2024-05-31,CL010,IT009,Suture Pack,Surgical Supplies,7.5,32.0,75,81,0,75,No,562.5
2024-05-31,CL010,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,61,27,0,30,No,732.0
2024-05-31,CL010,IT011,Microchip,Preventive,11.0,55.0,126,43,4,80,No,1386.0
2024-05-31,CL010,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,85,56,1,100,No,1360.0
2024-05-31,CL010,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,193,116,2,100,No,1833.5
2024-05-31,CL010,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,723,311,12,500,No,130.14
2024-05-31,CL010,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,383,389,13,500,No,45.96
2024-05-31,CL011,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,103,103,1,60,No,1905.5
2024-05-31,CL011,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,39,45,0,45,No,672.75
2024-05-31,CL011,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,87,67,2,70,No,2784.0
2024-05-31,CL011,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,122,27,2,50,No,3538.0
2024-05-31,CL011,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,124,100,1,100,No,1798.0
2024-05-31,CL011,IT006,CBC Cartridge,Diagnostics,38.0,95.0,68,63,0,80,No,2584.0
2024-05-31,CL011,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,61,74,4,70,No,2806.0
2024-05-31,CL011,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,187,143,3,120,No,794.75
2024-05-31,CL011,IT009,Suture Pack,Surgical Supplies,7.5,32.0,111,55,1,75,No,832.5
2024-05-31,CL011,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,8,27,0,30,No,96.0
2024-05-31,CL011,IT011,Microchip,Preventive,11.0,55.0,55,86,2,80,No,605.0
2024-05-31,CL011,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,65,66,3,100,No,1040.0
2024-05-31,CL011,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,135,122,0,100,No,1282.5
2024-05-31,CL011,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,706,512,11,500,No,127.08
2024-05-31,CL011,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,733,449,12,500,No,87.96
2024-05-31,CL012,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,40,51,3,60,No,740.0
2024-05-31,CL012,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,71,21,2,45,No,1224.75
2024-05-31,CL012,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,62,49,1,70,No,1984.0
2024-05-31,CL012,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,44,57,2,50,No,1276.0
2024-05-31,CL012,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,140,131,2,100,No,2030.0
2024-05-31,CL012,IT006,CBC Cartridge,Diagnostics,38.0,95.0,101,75,1,80,No,3838.0
2024-05-31,CL012,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,113,35,2,70,No,5198.0
2024-05-31,CL012,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,161,87,3,120,No,684.25
2024-05-31,CL012,IT009,Suture Pack,Surgical Supplies,7.5,32.0,120,59,0,75,No,900.0
2024-05-31,CL012,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,24,19,0,30,No,288.0
2024-05-31,CL012,IT011,Microchip,Preventive,11.0,55.0,108,50,1,80,No,1188.0
2024-05-31,CL012,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,171,93,3,100,No,2736.0
2024-05-31,CL012,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,91,125,1,100,No,864.5
2024-05-31,CL012,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,660,574,12,500,No,118.8
2024-05-31,CL012,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,58,203,12,500,Yes,6.96
2024-06-30,CL001,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,113,46,0,60,No,2090.5
2024-06-30,CL001,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,72,56,2,45,No,1242.0
