Month,EmployeeID,ClinicID,Role,RegularHours,OvertimeHours,PTOHours,ProductiveHours
2024-05-01,EMP0208,CL009,Veterinarian,142.4,9.5,0,151.9
2024-05-01,EMP0209,CL009,Veterinarian,170.7,5.4,0,176.1
2024-05-01,EMP0210,CL009,Veterinarian,173.1,8.5,0,181.6
2024-05-01,EMP0211,CL009,Practice Manager,162.2,3.4,8,157.6
2024-05-01,EMP0212,CL009,Veterinary Technician,177.1,8.4,0,185.5
2024-05-01,EMP0213,CL009,Veterinary Assistant,179.0,5.1,0,184.1
2024-05-01,EMP0214,CL009,Veterinarian,177.4,9.2,8,178.6
2024-05-01,EMP0215,CL009,Veterinarian,130.3,7.8,8,130.1
2024-05-01,EMP0216,CL009,Client Service Representative,109.6,0,24,85.6
2024-05-01,EMP0217,CL009,Client Service Representative,176.6,4.4,16,165.0
2024-05-01,EMP0218,CL009,Veterinarian,126.1,5.8,24,107.9
2024-05-01,EMP0219,CL009,Practice Manager,108.6,0,0,108.6
2024-05-01,EMP0220,CL009,Veterinary Technician,122.2,1.4,0,123.6
2024-05-01,EMP0221,CL009,Veterinary Technician,181.8,1.3,16,167.1
2024-05-01,EMP0222,CL010,Veterinary Assistant,103.1,2.5,0,105.6
2024-05-01,EMP0223,CL010,Veterinarian,176.1,3.2,8,171.3
2024-05-01,EMP0224,CL010,Veterinary Assistant,103.8,1.5,0,105.3
2024-05-01,EMP0225,CL010,Veterinary Assistant,135.7,1.2,0,136.9
2024-05-01,EMP0226,CL010,Veterinarian,173.7,2.8,8,168.5
2024-05-01,EMP0227,CL010,Veterinarian,180.4,13.3,16,177.7
2024-05-01,EMP0228,CL010,Veterinary Assistant,169.4,4.9,0,174.3
2024-05-01,EMP0229,CL010,Veterinarian,170.5,3.2,0,173.7
2024-05-01,EMP0230,CL010,Veterinarian,144.8,4.4,24,125.2
2024-05-01,EMP0231,CL010,Veterinary Technician,184.6,4.8,8,181.4
2024-05-01,EMP0232,CL010,Practice Manager,166.0,1.1,8,159.1
2024-05-01,EMP0233,CL010,Veterinary Technician,171.8,6.5,16,162.3
2024-05-01,EMP0234,CL010,Client Service Representative,173.1,0,0,173.1
2024-05-01,EMP0235,CL010,Veterinarian,168.4,12.0,8,172.4
2024-05-01,EMP0236,CL010,Veterinarian,167.6,7.7,0,175.3
2024-05-01,EMP0237,CL010,Veterinary Technician,181.5,12.9,8,186.4
2024-05-01,EMP0238,CL010,Veterinarian,163.1,12.9,0,176.0
2024-05-01,EMP0239,CL010,Veterinary Assistant,175.1,6.5,16,165.6
2024-05-01,EMP0240,CL010,Veterinary Technician,168.8,5.9,0,174.7
2024-05-01,EMP0241,CL010,Veterinary Technician,104.7,0,0,104.7
2024-05-01,EMP0242,CL010,Practice Manager,138.0,3.3,24,117.3
2024-05-01,EMP0243,CL010,Veterinary Technician,178.2,2.6,0,180.8
2024-05-01,EMP0244,CL010,Client Service Representative,190.2,1.6,24,167.8
2024-05-01,EMP0245,CL010,Practice Manager,176.2,10.1,0,186.3
2024-05-01,EMP0246,CL011,Veterinary Technician,137.9,0,24,113.9
2024-05-01,EMP0247,CL011,Veterinarian,170.6,2.3,0,172.9
2024-05-01,EMP0248,CL011,Client Service Representative,163.6,7.2,16,154.8
2024-05-01,EMP0249,CL011,Practice Manager,96.7,0,0,96.7
2024-05-01,EMP0250,CL011,Veterinarian,172.5,3.0,0,175.5
2024-05-01,EMP0251,CL011,Veterinarian,141.8,2.6,24,120.4
2024-05-01,EMP0252,CL011,Veterinary Technician,174.9,4.7,0,179.6
2024-05-01,EMP0253,CL011,Client Service Representative,129.9,3.4,0,133.3
2024-05-01,EMP0254,CL011,Veterinarian,178.1,2.0,24,156.1
2024-05-01,EMP0255,CL011,Veterinarian,177.4,3.3,0,180.7
2024-05-01,EMP0256,CL011,Veterinarian,129.9,9.6,16,123.5
2024-05-01,EMP0257,CL011,Veterinarian,168.5,0,0,168.5
2024-05-01,EMP0258,CL011,Veterinary Assistant,121.6,4.6,0,126.2
2024-05-01,EMP0259,CL011,Practice Manager,187.3,0,16,171.3
2024-05-01,EMP0260,CL011,Veterinarian,120.1,5.4,8,117.5
2024-05-01,EMP0261,CL011,Client Service Representative,171.0,0,0,171.0
2024-05-01,EMP0262,CL011,Veterinarian,166.2,13.0,0,179.2
2024-05-01,EMP0263,CL011,Veterinarian,168.5,7.0,0,175.5
2024-05-01,EMP0264,CL011,Veterinarian,155.0,5.6,8,152.6
2024-05-01,EMP0265,CL011,Veterinary Assistant,98.9,3.1,16,86.0
2024-05-01,EMP0266,CL011,Veterinarian,156.6,6.5,16,147.1
2024-05-01,EMP0267,CL012,Client Service Representative,112.2,2.1,8,106.3
2024-05-01,EMP0268,CL012,Veterinary Technician,174.9,2.7,8,169.6
2024-05-01,EMP0269,CL012,Practice Manager,165.0,6.6,0,171.6
2024-05-01,EMP0270,CL012,Client Service Representative,143.5,5.9,8,141.4
2024-05-01,EMP0271,CL012,Veterinary Technician,172.4,2.0,16,158.4
2024-05-01,EMP0272,CL012,Practice Manager,127.9,1.9,8,121.8
2024-05-01,EMP0273,CL012,Veterinary Technician,178.9,0,0,178.9
2024-05-01,EMP0274,CL012,Veterinarian,142.9,8.8,8,143.7
2024-05-01,EMP0275,CL012,Veterinary Technician,138.9,4.0,24,118.9
2024-05-01,EMP0276,CL012,Veterinary Technician,109.3,7.1,0,116.4
2024-05-01,EMP0277,CL012,Veterinarian,132.9,0,0,132.9
2024-05-01,EMP0278,CL012,Veterinarian,174.1,0,8,166.1
2024-05-01,EMP0279,CL012,Client Service Representative,145.3,4.9,24,126.2
2024-05-01,EMP0280,CL012,Veterinary Technician,184.0,6.0,24,166.0
2024-05-01,EMP0281,CL012,Veterinarian,181.5,2.2,24,159.7
2024-05-01,EMP0282,CL012,Veterinary Assistant,174.4,7.6,24,158.0
2024-05-01,EMP0283,CL012,Veterinarian,176.5,7.2,0,183.7
2024-05-01,EMP0284,CL012,Client Service Representative,152.5,0,8,144.5
2024-05-01,EMP0285,CL012,Veterinarian,181.5,4.0,24,161.5
2024-05-01,EMP0286,CL012,Veterinarian,174.3,9.5,0,183.8
2024-05-01,EMP0287,CL012,Veterinary Assistant,178.1,3.4,0,181.5
2024-05-01,EMP0288,CL012,Veterinary Technician,101.9,11.0,8,104.9
2024-05-01,EMP0289,CL012,Veterinarian,158.0,6.5,0,164.5
2024-05-01,EMP0290,CL012,Client Service Representative,180.4,4.3,0,184.7
2024-05-01,EMP0291,CL012,Veterinarian,183.7,6.3,0,190.0
2024-05-01,EMP0292,CL012,Veterinary Assistant,144.0,0,0,144.0
2024-05-01,EMP0293,CL012,Veterinarian,162.1,6.7,16,152.8
2024-05-01,EMP0294,CL012,Client Service Representative,127.3,1.9,0,129.2
2024-05-01,EMP0295,CL012,Client Service Representative,174.5,1.2,0,175.7
2024-05-01,EMP0296,CL012,Veterinary Technician,172.6,1.8,24,150.4
2024-05-01,EMP0297,CL012,Veterinary Technician,97.1,3.0,16,84.1
2024-05-01,EMP0298,CL012,Veterinarian,166.0,6.1,0,172.1
2024-05-01,EMP0299,CL012,Veterinary Technician,175.8,3.2,8,171.0
2024-05-01,EMP0300,CL012,Veterinarian,165.9,8.1,0,174.0
2024-06-01,EMP0001,CL001,Veterinary Technician,168.2,4.4,24,148.6
2024-06-01,EMP0002,CL001,Practice Manager,102.5,17.4,8,111.9
2024-06-01,EMP0003,CL001,Practice Manager,124.0,0,0,124.0
2024-06-01,EMP0004,CL001,Veterinary Technician,133.1,4.8,0,137.9
2024-06-01,EMP0005,CL001,Veterinary Technician,166.2,4.1,8,162.3
2024-06-01,EMP0006,CL001,Veterinary Technician,171.7,1.0,0,172.7
2024-06-01,EMP0007,CL001,Veterinarian,180.4,10.9,0,191.3
2024-06-01,EMP0008,CL001,Veterinarian,173.1,9.1,8,174.2
2024-06-01,EMP0009,CL001,Veterinary Technician,177.4,6.3,16,167.7
2024-06-01,EMP0010,CL001,Veterinarian,175.3,7.8,0,183.1
2024-06-01,EMP0011,CL001,Veterinary Assistant,187.8,6.3,0,194.1
2024-06-01,EMP0012,CL001,Veterinary Technician,93.7,0,24,69.7
2024-06-01,EMP0013,CL001,Veterinary Technician,138.6,5.1,0,143.7
2024-06-01,EMP0014,CL001,Veterinarian,172.9,7.4,0,180.3
2024-06-01,EMP0015,CL001,Veterinarian,170.9,6.6,16,161.5
2024-06-01,EMP0016,CL001,Veterinarian,168.6,6.1,16,158.7
2024-06-01,EMP0017,CL001,Veterinary Assistant,139.2,0,0,139.2
2024-06-01,EMP0018,CL001,Practice Manager,101.6,4.1,0,105.7
2024-06-01,EMP0019,CL001,Veterinarian,164.4,4.8,8,161.2
2024-06-01,EMP0020,CL001,Veterinarian,169.7,6.4,0,176.1
2024-06-01,EMP0021,CL001,Veterinarian,182.7,3.2,16,169.9
2024-06-01,EMP0022,CL001,Client Service Representative,181.9,0,0,181.9
2024-06-01,EMP0023,CL001,Veterinary Technician,156.2,4.5,8,152.7
2024-06-01,EMP0024,CL001,Veterinary Assistant,173.6,0,0,173.6
2024-06-01,EMP0025,CL001,Veterinary Technician,171.4,10.6,8,174.0
2024-06-01,EMP0026,CL001,Veterinarian,167.9,4.6,24,148.5
2024-06-01,EMP0027,CL001,Veterinary Assistant,152.5,9.5,0,162.0
2024-06-01,EMP0028,CL001,Veterinary Technician,189.8,4.2,8,186.0
2024-06-01,EMP0029,CL001,Veterinarian,174.5,1.4,8,167.9
2024-06-01,EMP0030,CL002,Kennel Assistant,169.4,0,16,153.4
2024-06-01,EMP0031,CL002,Veterinarian,143.5,7.3,8,142.8
2024-06-01,EMP0032,CL002,Veterinarian,126.8,7.4,16,118.2
2024-06-01,EMP0033,CL002,Veterinarian,145.1,10.8,8,147.9
2024-06-01,EMP0034,CL002,Veterinarian,130.2,2.4,0,132.6
2024-06-01,EMP0035,CL002,Veterinarian,170.3,2.5,0,172.8
2024-06-01,EMP0036,CL002,Client Service Representative,165.8,0,8,157.8
2024-06-01,EMP0037,CL002,Veterinarian,138.4,6.9,0,145.3
2024-06-01,EMP0038,CL002,Client Service Representative,182.7,2.1,0,184.8
2024-06-01,EMP0039,CL002,Veterinary Assistant,169.8,0,8,161.8
2024-06-01,EMP0040,CL002,Veterinary Technician,107.7,4.6,0,112.3
2024-06-01,EMP0041,CL002,Veterinarian,177.7,5.2,16,166.9
2024-06-01,EMP0042,CL002,Veterinary Technician,174.5,6.1,8,172.6
2024-06-01,EMP0043,CL002,Veterinary Technician,106.1,3.4,0,109.5
2024-06-01,EMP0044,CL002,Veterinary Assistant,134.5,0,8,126.5
2024-06-01,EMP0045,CL002,Veterinarian,167.1,3.6,24,146.7
2024-06-01,EMP0046,CL002,Veterinary Technician,127.6,7.7,0,135.3
2024-06-01,EMP0047,CL002,Veterinary Assistant,169.4,0,8,161.4
2024-06-01,EMP0048,CL002,Kennel Assistant,168.7,0,0,168.7
2024-06-01,EMP0049,CL002,Client Service Representative,121.7,2.8,0,124.5
2024-06-01,EMP0050,CL002,Practice Manager,179.4,0,8,171.4
2024-06-01,EMP0051,CL003,Practice Manager,175.1,10.3,24,161.4
2024-06-01,EMP0052,CL003,Veterinary Technician,175.2,13.7,0,188.9
2024-06-01,EMP0053,CL003,Kennel Assistant,97.4,4.5,24,77.9
2024-06-01,EMP0054,CL003,Veterinarian,164.5,10.1,8,166.6
2024-06-01,EMP0055,CL003,Veterinary Assistant,138.7,2.9,0,141.6
2024-06-01,EMP0056,CL003,Client Service Representative,179.9,4.8,0,184.7
2024-06-01,EMP0057,CL003,Veterinarian,144.6,5.4,8,142.0
2024-06-01,EMP0058,CL003,Veterinary Assistant,108.4,2.1,24,86.5
2024-06-01,EMP0059,CL003,Client Service Representative,183.4,0.6,0,184.0
2024-06-01,EMP0060,CL003,Veterinarian,170.6,4.9,24,151.5
2024-06-01,EMP0061,CL003,Kennel Assistant,103.7,0,16,87.7
2024-06-01,EMP0062,CL003,Veterinarian,162.6,8.5,0,171.1
2024-06-01,EMP0063,CL003,Veterinary Technician,173.3,6.1,24,155.4
2024-06-01,EMP0064,CL003,Veterinary Technician,178.6,3.9,0,182.5
2024-06-01,EMP0065,CL003,Veterinarian,182.5,1.4,16,167.9
2024-06-01,EMP0066,CL003,Client Service Representative,172.0,0.3,0,172.3
2024-06-01,EMP0067,CL003,Practice Manager,148.0,8.2,24,132.2
2024-06-01,EMP0068,CL003,Veterinarian,172.7,0,16,156.7
2024-06-01,EMP0069,CL003,Veterinary Assistant,171.3,0,24,147.3
2024-06-01,EMP0070,CL003,Veterinarian,161.7,4.3,0,166.0
2024-06-01,EMP0071,CL003,Kennel Assistant,169.2,0.1,0,169.3
2024-06-01,EMP0072,CL003,Veterinarian,147.6,9.2,0,156.8
2024-06-01,EMP0073,CL003,Veterinarian,132.4,9.2,24,117.6
2024-06-01,EMP0074,CL003,Veterinary Technician,182.2,8.6,0,190.8
2024-06-01,EMP0075,CL003,Veterinarian,140.6,11.0,0,151.6
2024-06-01,EMP0076,CL004,Client Service Representative,172.0,5.9,16,161.9
2024-06-01,EMP0077,CL004,Veterinarian,144.0,6.4,8,142.4
2024-06-01,EMP0078,CL004,Veterinarian,161.4,8.9,0,170.3
2024-06-01,EMP0079,CL004,Veterinary Technician,163.0,5.6,8,160.6
2024-06-01,EMP0080,CL004,Veterinarian,172.8,0,8,164.8
2024-06-01,EMP0081,CL004,Veterinary Technician,144.9,3.0,16,131.9
2024-06-01,EMP0082,CL004,Veterinarian,172.7,5.1,24,153.8
2024-06-01,EMP0083,CL004,Veterinary Assistant,165.7,1.1,16,150.8
2024-06-01,EMP0084,CL004,Veterinarian,138.6,9.7,8,140.3
2024-06-01,EMP0085,CL004,Veterinarian,168.3,0,16,152.3
2024-06-01,EMP0086,CL004,Veterinary Assistant,164.7,10.5,24,151.2
2024-06-01,EMP0087,CL004,Veterinary Technician,166.5,13.3,8,171.8
2024-06-01,EMP0088,CL004,Veterinarian,131.1,0.8,8,123.9
2024-06-01,EMP0089,CL004,Veterinarian,173.1,4.5,8,169.6
2024-06-01,EMP0090,CL004,Veterinary Technician,174.9,0.9,0,175.8
2024-06-01,EMP0091,CL004,Veterinarian,175.3,11.3,0,186.6
2024-06-01,EMP0092,CL004,Veterinarian,163.0,3.1,0,166.1
2024-06-01,EMP0093,CL004,Veterinary Technician,108.8,6.6,0,115.4
2024-06-01,EMP0094,CL004,Practice Manager,148.2,0,8,140.2
2024-06-01,EMP0095,CL004,Veterinary Assistant,177.8,0.7,8,170.5
2024-06-01,EMP0096,CL004,Veterinary Assistant,162.2,0,0,162.2
2024-06-01,EMP0097,CL004,Veterinarian,165.9,5.2,0,171.1
2024-06-01,EMP0098,CL004,Client Service Representative,174.8,11.4,8,178.2
2024-06-01,EMP0099,CL004,Veterinarian,175.0,6.6,24,157.6
2024-06-01,EMP0100,CL004,Veterinary Technician,125.4,6.7,16,116.1
2024-06-01,EMP0101,CL004,Veterinary Assistant,103.9,2.1,0,106.0
2024-06-01,EMP0102,CL004,Veterinary Technician,126.5,9.6,0,136.1
2024-06-01,EMP0103,CL004,Practice Manager,105.3,0,0,105.3
2024-06-01,EMP0104,CL004,Veterinarian,168.5,10.8,0,179.3
2024-06-01,EMP0105,CL004,Veterinary Technician,179.2,4.0,8,175.2
2024-06-01,EMP0106,CL005,Practice Manager,179.5,3.4,0,182.9
2024-06-01,EMP0107,CL005,Veterinarian,171.7,4.9,0,176.6
2024-06-01,EMP0108,CL005,Client Service Representative,102.5,0,0,102.5
2024-06-01,EMP0109,CL005,Veterinarian,163.6,6.3,8,161.9
2024-06-01,EMP0110,CL005,Veterinary Technician,174.2,6.5,16,164.7
2024-06-01,EMP0111,CL005,Veterinarian,182.8,10.7,0,193.5
2024-06-01,EMP0112,CL005,Veterinary Technician,100.2,1.2,0,101.4
2024-06-01,EMP0113,CL005,Veterinarian,168.6,0,16,152.6
2024-06-01,EMP0114,CL005,Veterinary Technician,179.4,6.7,8,178.1
2024-06-01,EMP0115,CL005,Veterinarian,135.5,10.7,0,146.2
2024-06-01,EMP0116,CL005,Veterinary Assistant,168.0,5.9,8,165.9
2024-06-01,EMP0117,CL005,Veterinarian,167.1,6.7,0,173.8
2024-06-01,EMP0118,CL005,Veterinarian,152.5,10.6,8,155.1
2024-06-01,EMP0119,CL005,Veterinarian,171.7,8.2,24,155.9
2024-06-01,EMP0120,CL005,Veterinary Technician,138.5,0,0,138.5
2024-06-01,EMP0121,CL005,Veterinary Assistant,143.6,2.0,0,145.6
2024-06-01,EMP0122,CL005,Veterinarian,144.4,5.1,0,149.5
2024-06-01,EMP0123,CL005,Veterinarian,166.3,5.1,16,155.4
2024-06-01,EMP0124,CL005,Veterinarian,167.3,1.9,16,153.2
2024-06-01,EMP0125,CL005,Veterinary Technician,160.2,2.8,8,155.0
2024-06-01,EMP0126,CL005,Veterinarian,183.3,8.2,0,191.5
2024-06-01,EMP0127,CL005,Veterinary Technician,146.8,16.8,0,163.6
2024-06-01,EMP0128,CL005,Veterinary Technician,92.9,0,8,84.9
2024-06-01,EMP0129,CL005,Veterinary Assistant,144.8,0,8,136.8
2024-06-01,EMP0130,CL005,Veterinarian,135.4,5.8,8,133.2
2024-06-01,EMP0131,CL006,Veterinarian,158.2,7.5,8,157.7
2024-06-01,EMP0132,CL006,Veterinarian,177.2,1.7,0,178.9
2024-06-01,EMP0133,CL006,Veterinarian,179.0,6.6,8,177.6
2024-06-01,EMP0134,CL006,Veterinarian,169.9,6.8,8,168.7
2024-06-01,EMP0135,CL006,Veterinarian,152.2,4.9,24,133.1
2024-06-01,EMP0136,CL006,Veterinary Technician,175.8,0.7,8,168.5
2024-06-01,EMP0137,CL006,Client Service Representative,132.8,4.3,0,137.1
2024-06-01,EMP0138,CL006,Kennel Assistant,172.4,5.9,0,178.3
2024-06-01,EMP0139,CL006,Veterinary Technician,138.7,3.0,16,125.7
2024-06-01,EMP0140,CL006,Veterinarian,166.2,7.7,8,165.9
2024-06-01,EMP0141,CL006,Practice Manager,126.4,0,0,126.4
2024-06-01,EMP0142,CL006,Veterinary Technician,162.2,8.8,0,171.0
2024-06-01,EMP0143,CL006,Veterinary Technician,107.3,14.4,0,121.7
2024-06-01,EMP0144,CL006,Veterinarian,137.5,8.6,8,138.1
2024-06-01,EMP0145,CL006,Veterinary Technician,174.2,9.0,0,183.2
2024-06-01,EMP0146,CL006,Veterinarian,124.2,7.5,8,123.7
2024-06-01,EMP0147,CL006,Veterinary Technician,177.5,3.7,0,181.2
2024-06-01,EMP0148,CL006,Client Service Representative,182.1,0,8,174.1
2024-06-01,EMP0149,CL006,Veterinarian,119.3,2.7,16,106.0
2024-06-01,EMP0150,CL006,Veterinarian,159.9,3.9,0,163.8
2024-06-01,EMP0151,CL007,Veterinary Technician,96.8,7.6,8,96.4
2024-06-01,EMP0152,CL007,Veterinary Technician,150.3,5.2,24,131.5
2024-06-01,EMP0153,CL007,Veterinary Technician,143.5,12.7,8,148.2
2024-06-01,EMP0154,CL007,Veterinary Technician,164.4,7.0,8,163.4
2024-06-01,EMP0155,CL007,Veterinary Assistant,172.7,0.9,8,165.6
2024-06-01,EMP0156,CL007,Practice Manager,183.0,5.8,8,180.8
2024-06-01,EMP0157,CL007,Veterinarian,172.8,1.5,0,174.3
2024-06-01,EMP0158,CL007,Client Service Representative,107.7,0,16,91.7
2024-06-01,EMP0159,CL007,Veterinary Technician,161.0,5.2,16,150.2
2024-06-01,EMP0160,CL007,Veterinarian,141.5,0,24,117.5
2024-06-01,EMP0161,CL007,Veterinary Technician,111.1,1.3,0,112.4
2024-06-01,EMP0162,CL007,Veterinarian,173.9,9.2,24,159.1
2024-06-01,EMP0163,CL007,Veterinarian,168.7,5.5,24,150.2
2024-06-01,EMP0164,CL007,Veterinarian,182.6,0,24,158.6
2024-06-01,EMP0165,CL007,Veterinarian,184.6,0,8,176.6
2024-06-01,EMP0166,CL007,Client Service Representative,169.6,0,24,145.6
2024-06-01,EMP0167,CL007,Veterinary Assistant,105.7,1.4,8,99.1
2024-06-01,EMP0168,CL007,Veterinary Technician,138.5,5.8,0,144.3
2024-06-01,EMP0169,CL007,Practice Manager,166.4,0.6,0,167.0
2024-06-01,EMP0170,CL007,Veterinarian,173.1,1.2,24,150.3
2024-06-01,EMP0171,CL007,Veterinary Technician,101.3,5.8,8,99.1
2024-06-01,EMP0172,CL007,Veterinary Technician,172.4,15.6,0,188.0
2024-06-01,EMP0173,CL007,Veterinary Assistant,169.3,0,0,169.3
2024-06-01,EMP0174,CL007,Veterinarian,173.1,12.7,8,177.8
2024-06-01,EMP0175,CL008,Veterinarian,168.7,0,0,168.7
2024-06-01,EMP0176,CL008,Client Service Representative,103.0,0.8,0,103.8
2024-06-01,EMP0177,CL008,Client Service Representative,181.6,4.9,0,186.5
2024-06-01,EMP0178,CL008,Practice Manager,168.2,0,0,168.2
2024-06-01,EMP0179,CL008,Veterinary Assistant,164.5,6.1,16,154.6
2024-06-01,EMP0180,CL008,Kennel Assistant,171.8,4.5,0,176.3
2024-06-01,EMP0181,CL008,Veterinarian,171.4,3.2,0,174.6
2024-06-01,EMP0182,CL008,Veterinarian,186.5,12.2,8,190.7
2024-06-01,EMP0183,CL008,Veterinary Assistant,172.1,0,0,172.1
2024-06-01,EMP0184,CL008,Veterinary Assistant,178.2,3.2,8,173.4
2024-06-01,EMP0185,CL008,Kennel Assistant,133.6,8.1,8,133.7
2024-06-01,EMP0186,CL008,Veterinarian,171.8,0,0,171.8
2024-06-01,EMP0187,CL008,Kennel Assistant,173.7,3.5,24,153.2
2024-06-01,EMP0188,CL008,Veterinary Technician,185.5,1.5,8,179.0
2024-06-01,EMP0189,CL008,Veterinary Technician,177.2,8.0,24,161.2
2024-06-01,EMP0190,CL008,Veterinarian,174.9,9.1,0,184.0
2024-06-01,EMP0191,CL008,Veterinarian,174.9,2.2,8,169.1
2024-06-01,EMP0192,CL008,Kennel Assistant,144.4,5.5,0,149.9
2024-06-01,EMP0193,CL008,Veterinarian,135.3,10.0,0,145.3
2024-06-01,EMP0194,CL008,Veterinarian,173.1,6.1,0,179.2
2024-06-01,EMP0195,CL008,Veterinarian,176.2,0.7,8,168.9
2024-06-01,EMP0196,CL008,Client Service Representative,150.1,1.1,8,143.2
2024-06-01,EMP0197,CL008,Practice Manager,163.7,12.2,24,151.9
2024-06-01,EMP0198,CL009,Veterinarian,184.2,0.2,0,184.4
2024-06-01,EMP0199,CL009,Veterinary Assistant,189.0,1.1,0,190.1
2024-06-01,EMP0200,CL009,Kennel Assistant,177.1,1.2,8,170.3
2024-06-01,EMP0201,CL009,Veterinarian,172.7,6.0,16,162.7
2024-06-01,EMP0202,CL009,Veterinary Technician,104.9,0,0,104.9
2024-06-01,EMP0203,CL009,Veterinarian,136.3,0.8,0,137.1
2024-06-01,EMP0204,CL009,Veterinary Technician,98.8,3.0,0,101.8
2024-06-01,EMP0205,CL009,Veterinarian,174.6,0,0,174.6
2024-06-01,EMP0206,CL009,Veterinarian,177.0,3.1,16,164.1
2024-06-01,EMP0207,CL009,Veterinarian,177.0,1.6,16,162.6
2024-06-01,EMP0208,CL009,Veterinarian,136.9,13.1,8,142.0
2024-06-01,EMP0209,CL009,Veterinarian,171.9,6.3,24,154.2
2024-06-01,EMP0210,CL009,Veterinarian,182.2,6.3,8,180.5
2024-06-01,EMP0211,CL009,Practice Manager,188.4,4.5,24,168.9
2024-06-01,EMP0212,CL009,Veterinary Technician,173.7,5.2,16,162.9
2024-06-01,EMP0213,CL009,Veterinary Assistant,167.1,1.8,8,160.9
2024-06-01,EMP0214,CL009,Veterinarian,173.5,8.7,0,182.2
2024-06-01,EMP0215,CL009,Veterinarian,135.7,2.1,0,137.8
2024-06-01,EMP0216,CL009,Client Service Representative,95.2,7.8,8,95.0
2024-06-01,EMP0217,CL009,Client Service Representative,169.3,0,0,169.3
2024-06-01,EMP0218,CL009,Veterinarian,145.2,4.3,8,141.5
2024-06-01,EMP0219,CL009,Practice Manager,100.6,0.4,8,93.0
2024-06-01,EMP0220,CL009,Veterinary Technician,110.0,0,0,110.0
2024-06-01,EMP0221,CL009,Veterinary Technician,179.1,0,0,179.1
2024-06-01,EMP0222,CL010,Veterinary Assistant,114.6,0,0,114.6
2024-06-01,EMP0223,CL010,Veterinarian,165.4,6.3,8,163.7
2024-06-01,EMP0224,CL010,Veterinary Assistant,97.4,0.5,24,73.9
2024-06-01,EMP0225,CL010,Veterinary Assistant,149.9,4.1,0,154.0
2024-06-01,EMP0226,CL010,Veterinarian,181.9,8.2,0,190.1
2024-06-01,EMP0227,CL010,Veterinarian,180.2,6.6,16,170.8
2024-06-01,EMP0228,CL010,Veterinary Assistant,0,7.6,0,7.6
2024-06-01,EMP0229,CL010,Veterinarian,174.4,1.2,0,175.6
2024-06-01,EMP0230,CL010,Veterinarian,140.7,6.1,16,130.8
2024-06-01,EMP0231,CL010,Veterinary Technician,167.2,1.5,8,160.7
2024-06-01,EMP0232,CL010,Practice Manager,164.9,2.6,8,159.5
2024-06-01,EMP0233,CL010,Veterinary Technician,182.4,8.8,8,183.2
2024-06-01,EMP0234,CL010,Client Service Representative,162.9,0,8,154.9
2024-06-01,EMP0235,CL010,Veterinarian,171.1,4.8,0,175.9
2024-06-01,EMP0236,CL010,Veterinarian,169.4,8.2,24,153.6
2024-06-01,EMP0237,CL010,Veterinary Technician,182.7,6.8,8,181.5
2024-06-01,EMP0238,CL010,Veterinarian,169.0,2.5,0,171.5
2024-06-01,EMP0239,CL010,Veterinary Assistant,160.5,0.4,24,136.9
2024-06-01,EMP0240,CL010,Veterinary Technician,158.5,4.9,8,155.4
2024-06-01,EMP0241,CL010,Veterinary Technician,110.9,6.9,8,109.8
2024-06-01,EMP0242,CL010,Practice Manager,128.8,4.4,8,125.2
2024-06-01,EMP0243,CL010,Veterinary Technician,191.5,2.6,24,170.1
2024-06-01,EMP0244,CL010,Client Service Representative,172.8,2.7,24,151.5
2024-06-01,EMP0245,CL010,Practice Manager,168.1,0,0,168.1
2024-06-01,EMP0246,CL011,Veterinary Technician,148.5,7.9,0,156.4
2024-06-01,EMP0247,CL011,Veterinarian,175.2,6.6,0,181.8
2024-06-01,EMP0248,CL011,Client Service Representative,181.1,0,8,173.1
2024-06-01,EMP0249,CL011,Practice Manager,103.9,2.7,0,106.6
2024-06-01,EMP0250,CL011,Veterinarian,179.3,1.9,8,173.2
2024-06-01,EMP0251,CL011,Veterinarian,142.5,12.7,0,155.2
2024-06-01,EMP0252,CL011,Veterinary Technician,188.0,2.4,0,190.4
2024-06-01,EMP0253,CL011,Client Service Representative,124.3,7.8,8,124.1
2024-06-01,EMP0254,CL011,Veterinarian,167.1,4.4,24,147.5
2024-06-01,EMP0255,CL011,Veterinarian,173.8,7.5,8,173.3
2024-06-01,EMP0256,CL011,Veterinarian,126.7,11.4,0,138.1
2024-06-01,EMP0257,CL011,Veterinarian,170.4,0.1,0,170.5
2024-06-01,EMP0258,CL011,Veterinary Assistant,94.7,0,8,86.7
2024-06-01,EMP0259,CL011,Practice Manager,179.0,5.6,0,184.6
2024-06-01,EMP0260,CL011,Veterinarian,140.0,3.3,16,127.3
2024-06-01,EMP0261,CL011,Client Service Representative,168.5,0,8,160.5
2024-06-01,EMP0262,CL011,Veterinarian,182.9,2.5,16,169.4
2024-06-01,EMP0263,CL011,Veterinarian,175.2,7.4,24,158.6
2024-06-01,EMP0264,CL011,Veterinarian,169.7,4.0,16,157.7
2024-06-01,EMP0265,CL011,Veterinary Assistant,93.8,0,8,85.8
2024-06-01,EMP0266,CL011,Veterinarian,156.5,1.3,8,149.8
2024-06-01,EMP0267,CL012,Client Service Representative,88.3,0.3,0,88.6
2024-06-01,EMP0268,CL012,Veterinary Technician,181.3,6.1,0,187.4
