InvoiceID,AppointmentID,ClinicID,ClientID,PetID,InvoiceDate,Subtotal,TaxAmount,TotalAmount,AmountPaid,BalanceDue,PaymentStatus,PaymentMethod,InsuranceClaim
INV0002888,A0004323,CL009,C002389,P003601,2024-09-19,210.8,0.0,210.8,210.8,0.0,Paid,Cash,No
INV0002889,A0004324,CL010,C006911,P010409,2025-01-02,327.3,22.91,350.21,350.21,0.0,Paid,Debit Card,No
INV0002890,A0004327,CL012,C003659,P005458,2024-03-31,65.47,4.58,70.05,0,70.05,Unpaid,,No
INV0002891,A0004328,CL011,C001950,P002935,2025-10-14,341.08,0.0,341.08,341.08,0.0,Paid,Online Payment,No
INV0002892,A0004329,CL007,C007646,P011507,2024-01-19,207.43,14.52,221.95,221.95,0.0,Paid,Cash,No
INV0002893,A0004330,CL007,C002939,P004426,2024-01-06,140.17,0.0,140.17,140.17,0.0,Paid,Credit Card,No
INV0002894,A0004331,CL005,C000178,P000256,2024-11-02,220.01,15.4,235.41,235.41,0.0,Paid,Online Payment,No
INV0002895,A0004333,CL011,C004128,P006152,2024-02-29,32.13,2.25,34.38,20.19,14.19,Partially Paid,Pet Insurance,Yes
INV0002896,A0004338,CL012,C007951,P011965,2024-07-25,482.95,0.0,482.95,482.95,0.0,Paid,Debit Card,No
INV0002897,A0004341,CL006,C000915,P001367,2024-10-28,613.42,0.0,613.42,613.42,0.0,Paid,CareCredit,No
INV0002898,A0004342,CL006,C004236,P006317,2025-05-14,1698.88,0.0,1698.88,1698.88,0.0,Paid,Online Payment,No
INV0002899,A0004343,CL004,C004255,P006347,2024-06-07,735.42,0.0,735.42,735.42,0.0,Paid,Cash,No
INV0002900,A0004345,CL008,C007901,P011892,2024-05-18,1239.43,0.0,1239.43,1239.43,0.0,Paid,Pet Insurance,No
INV0002901,A0004348,CL010,C007267,P010940,2024-03-13,1112.79,0.0,1112.79,1112.79,0.0,Paid,CareCredit,No
INV0002902,A0004349,CL002,C005051,P007579,2024-11-25,184.4,0.0,184.4,184.4,0.0,Paid,Debit Card,No
INV0002903,A0004355,CL011,C002840,P004268,2025-10-14,334.87,0.0,334.87,334.87,0.0,Paid,Credit Card,No
INV0002904,A0004356,CL007,C005653,P008467,2024-08-02,154.7,0.0,154.7,154.7,0.0,Paid,Pet Insurance,Yes
INV0002905,A0004357,CL001,C000607,P000885,2025-02-17,330.91,0.0,330.91,330.91,0.0,Paid,CareCredit,No
INV0002906,A0004358,CL012,C006773,P010184,2025-02-26,136.0,0.0,136.0,136.0,0.0,Paid,Pet Insurance,No
INV0002907,A0004360,CL005,C005844,P008785,2025-04-21,327.09,0.0,327.09,327.09,0.0,Paid,Debit Card,No
INV0002908,A0004362,CL004,C006982,P010518,2024-01-19,252.15,0.0,252.15,252.15,0.0,Paid,Online Payment,No
INV0002909,A0004364,CL001,C003865,P005759,2024-05-10,82.24,5.76,88.0,88.0,0.0,Paid,Credit Card,No
INV0002910,A0004365,CL005,C000669,P000987,2024-09-21,206.2,14.43,220.63,220.63,0.0,Paid,Debit Card,No
INV0002911,A0004366,CL012,C001948,P002929,2025-01-02,364.29,0.0,364.29,364.29,0.0,Paid,Online Payment,No
INV0002912,A0004369,CL011,C002877,P004316,2025-09-26,399.7,0.0,399.7,399.7,0.0,Paid,Debit Card,No
INV0002913,A0004371,CL011,C005036,P007549,2025-02-12,299.97,0.0,299.97,299.97,0.0,Paid,CareCredit,No
INV0002914,A0004372,CL002,C000616,P000903,2025-02-01,986.33,0.0,986.33,0,986.33,Unpaid,,No
INV0002915,A0004373,CL002,C005904,P008875,2024-12-21,696.48,0.0,696.48,696.48,0.0,Paid,Cash,No
INV0002916,A0004374,CL001,C004228,P006302,2024-04-03,1083.44,0.0,1083.44,1083.44,0.0,Paid,Online Payment,No
INV0002917,A0004375,CL012,C000363,P000527,2024-10-11,597.63,41.83,639.46,639.46,0.0,Paid,Online Payment,No
INV0002918,A0004377,CL010,C007115,P010720,2024-10-17,416.54,0.0,416.54,416.54,0.0,Paid,CareCredit,No
INV0002919,A0004379,CL011,C004131,P006156,2025-10-21,205.98,0.0,205.98,205.98,0.0,Paid,Online Payment,No
INV0002920,A0004380,CL006,C004924,P007366,2024-09-14,116.18,0.0,116.18,116.18,0.0,Paid,CareCredit,No
INV0002921,A0004381,CL008,C000628,P000919,2024-09-28,183.81,0.0,183.81,183.81,0.0,Paid,Debit Card,No
INV0002922,A0004382,CL007,C001735,P002621,2025-04-01,166.29,0.0,166.29,166.29,0.0,Paid,Pet Insurance,No
INV0002923,A0004384,CL004,C005378,P008060,2024-09-10,318.74,0.0,318.74,318.74,0.0,Paid,Cash,No
INV0002924,A0004385,CL012,C000705,P001040,2025-10-04,524.29,36.7,560.99,560.99,0.0,Paid,Credit Card,No
INV0002925,A0004386,CL005,C007432,P011176,2024-07-03,277.4,0.0,277.4,277.4,0.0,Paid,Debit Card,No
INV0002926,A0004389,CL004,C000971,P001444,2025-03-11,1307.89,91.55,1399.44,1399.44,0.0,Paid,Credit Card,No
INV0002927,A0004390,CL007,C002654,P004007,2025-03-27,341.67,0.0,341.67,132.2,209.47,Partially Paid,Pet Insurance,No
INV0002928,A0004391,CL006,C007040,P010606,2025-10-20,214.58,0.0,214.58,214.58,0.0,Paid,CareCredit,No
INV0002929,A0004393,CL007,C001224,P001840,2024-06-20,1075.36,0.0,1075.36,1075.36,0.0,Paid,Online Payment,No
INV0002930,A0004394,CL004,C006816,P010256,2024-02-10,568.09,0.0,568.09,0,568.09,Written Off,,No
INV0002931,A0004395,CL012,C000558,P000815,2024-05-23,257.66,0.0,257.66,98.66,159.0,Partially Paid,Credit Card,No
INV0002932,A0004397,CL012,C000343,P000500,2025-10-18,707.38,0.0,707.38,707.38,0.0,Paid,Pet Insurance,Yes
INV0002933,A0004398,CL008,C007078,P010667,2024-07-12,326.42,0.0,326.42,326.42,0.0,Paid,Credit Card,No
INV0002934,A0004400,CL005,C001505,P002248,2024-12-04,108.2,0.0,108.2,108.2,0.0,Paid,Debit Card,No
INV0002935,A0004401,CL006,C002663,P004019,2024-07-18,574.17,0.0,574.17,574.17,0.0,Paid,Online Payment,No
INV0002936,A0004402,CL008,C002715,P004091,2025-09-10,762.71,53.39,816.1,816.1,0.0,Paid,CareCredit,No
INV0002937,A0004403,CL002,C004302,P006425,2025-11-03,611.28,42.79,654.07,654.07,0.0,Paid,CareCredit,No
INV0002938,A0004404,CL001,C004022,P006001,2025-07-04,310.61,21.74,332.35,332.35,0.0,Paid,Pet Insurance,No
INV0002939,A0004406,CL008,C000709,P001046,2025-04-30,199.15,0.0,199.15,199.15,0.0,Paid,Debit Card,No
INV0002940,A0004407,CL001,C001826,P002750,2024-10-25,135.53,9.49,145.02,145.02,0.0,Paid,Debit Card,No
INV0002941,A0004408,CL012,C007557,P011363,2024-05-27,194.76,0.0,194.76,194.76,0.0,Paid,CareCredit,No
INV0002942,A0004410,CL004,C008211,P012368,2025-04-30,454.74,0.0,454.74,454.74,0.0,Paid,Debit Card,No
INV0002943,A0004411,CL011,C007471,P011237,2024-12-16,1011.15,0.0,1011.15,1011.15,0.0,Paid,Credit Card,No
INV0002944,A0004412,CL009,C004560,P006815,2025-08-21,174.92,0.0,174.92,0,174.92,Written Off,,No
INV0002945,A0004413,CL001,C003356,P005023,2024-12-04,319.46,0.0,319.46,319.46,0.0,Paid,Online Payment,No
INV0002946,A0004414,CL003,C002911,P004370,2024-09-03,189.1,0.0,189.1,189.1,0.0,Paid,CareCredit,No
INV0002947,A0004416,CL012,C005329,P007991,2024-09-11,83.05,0.0,83.05,83.05,0.0,Paid,Credit Card,No
INV0002948,A0004418,CL007,C001661,P002501,2025-11-12,203.57,0.0,203.57,203.57,0.0,Paid,Pet Insurance,No
INV0002949,A0004420,CL009,C005021,P007524,2024-12-28,201.07,0.0,201.07,201.07,0.0,Paid,Debit Card,No
INV0002950,A0004422,CL002,C003411,P005105,2025-05-15,896.6,62.76,959.36,959.36,0.0,Paid,Pet Insurance,No
INV0002951,A0004423,CL001,C004140,P006171,2025-11-20,1700.84,0.0,1700.84,1700.84,0.0,Paid,Debit Card,No
INV0002952,A0004425,CL007,C001490,P002226,2024-12-03,1356.34,94.94,1451.28,1451.28,0.0,Paid,Online Payment,No
INV0002953,A0004426,CL005,C004145,P006177,2024-12-06,527.47,36.92,564.39,564.39,0.0,Paid,Credit Card,No
INV0002954,A0004427,CL005,C004587,P006851,2024-01-19,316.27,0.0,316.27,316.27,0.0,Paid,Debit Card,No
INV0002955,A0004429,CL005,C005611,P008401,2024-08-28,884.64,61.92,946.56,946.56,0.0,Paid,Debit Card,No
INV0002956,A0004430,CL009,C001901,P002855,2024-08-22,178.52,0.0,178.52,178.52,0.0,Paid,Pet Insurance,No
INV0002957,A0004431,CL011,C005570,P008346,2025-11-20,169.58,0.0,169.58,169.58,0.0,Paid,Online Payment,No
INV0002958,A0004432,CL009,C000483,P000716,2024-06-27,271.09,0.0,271.09,271.09,0.0,Paid,CareCredit,No
INV0002959,A0004433,CL005,C002821,P004243,2025-12-31,466.43,0.0,466.43,466.43,0.0,Paid,Debit Card,No
INV0002960,A0004435,CL004,C002242,P003378,2024-11-09,628.99,0.0,628.99,628.99,0.0,Paid,Debit Card,No
INV0002961,A0004436,CL004,C005310,P007963,2024-05-04,219.25,0.0,219.25,219.25,0.0,Paid,Credit Card,No
INV0002962,A0004438,CL003,C004052,P006046,2025-05-11,674.19,0.0,674.19,674.19,0.0,Paid,Debit Card,No
INV0002963,A0004439,CL003,C002434,P003671,2025-05-02,197.12,13.8,210.92,210.92,0.0,Paid,Pet Insurance,Yes
INV0002964,A0004440,CL002,C006225,P009356,2024-08-26,472.55,0.0,472.55,472.55,0.0,Paid,Credit Card,No
INV0002965,A0004441,CL003,C000344,P000501,2024-06-25,653.97,45.78,699.75,699.75,0.0,Paid,Cash,No
INV0002966,A0004442,CL010,C004548,P006799,2024-03-29,671.16,0.0,671.16,671.16,0.0,Paid,Pet Insurance,Yes
INV0002967,A0004443,CL006,C007353,P011060,2025-10-17,202.94,14.21,217.15,217.15,0.0,Paid,Debit Card,No
INV0002968,A0004444,CL007,C006171,P009283,2025-08-20,173.61,12.15,185.76,185.76,0.0,Paid,CareCredit,No
INV0002969,A0004445,CL012,C004203,P006260,2024-10-18,209.86,0.0,209.86,209.86,0.0,Paid,Online Payment,No
INV0002970,A0004446,CL004,C007810,P011753,2025-04-28,87.29,0.0,87.29,87.29,0.0,Paid,Pet Insurance,No
INV0002971,A0004449,CL001,C006569,P009879,2024-11-30,141.79,0.0,141.79,141.79,0.0,Paid,Pet Insurance,Yes
INV0002972,A0004450,CL012,C001327,P001987,2025-07-16,978.85,0.0,978.85,978.85,0.0,Paid,Cash,No
INV0002973,A0004451,CL005,C000745,P001108,2025-12-27,214.79,0.0,214.79,214.79,0.0,Paid,Pet Insurance,No
INV0002974,A0004452,CL009,C000371,P000542,2024-06-06,436.37,0.0,436.37,436.37,0.0,Paid,Credit Card,No
INV0002975,A0004453,CL002,C000104,P000154,2025-07-09,832.75,0.0,832.75,832.75,0.0,Paid,CareCredit,No
INV0002976,A0004455,CL002,C001362,P002039,2025-09-23,68.22,0.0,68.22,68.22,0.0,Paid,Pet Insurance,No
INV0002977,A0004456,CL010,C006149,P009250,2024-05-22,982.21,0.0,982.21,982.21,0.0,Paid,Cash,No
INV0002978,A0004458,CL009,C007150,P010773,2025-09-09,207.3,14.51,221.81,221.81,0.0,Paid,Online Payment,No
INV0002979,A0004459,CL005,C004400,P006573,2024-08-11,1065.7,0.0,1065.7,1065.7,0.0,Paid,CareCredit,No
INV0002980,A0004460,CL008,C002690,P004062,2024-01-22,559.6,0.0,559.6,559.6,0.0,Paid,Debit Card,No
INV0002981,A0004461,CL010,C001685,P002540,2025-01-02,128.92,0.0,128.92,128.92,0.0,Paid,Online Payment,No
INV0002982,A0004462,CL010,C006851,P010322,2024-10-03,236.85,0.0,236.85,236.85,0.0,Paid,Online Payment,No
INV0002983,A0004463,CL004,C005383,P008067,2024-06-22,344.17,0.0,344.17,344.17,0.0,Paid,Pet Insurance,Yes
INV0002984,A0004465,CL002,C006242,P009386,2024-11-28,852.02,0.0,852.02,852.02,0.0,Paid,Credit Card,No
INV0002985,A0004467,CL010,C000556,P000812,2025-04-09,291.59,20.41,312.0,312.0,0.0,Paid,CareCredit,No
INV0002986,A0004468,CL005,C003962,P005909,2025-07-20,178.59,0.0,178.59,178.59,0.0,Paid,Debit Card,No
INV0002987,A0004470,CL010,C002239,P003372,2024-06-22,1020.05,71.4,1091.45,1091.45,0.0,Paid,Cash,No
INV0002988,A0004471,CL007,C000686,P001014,2025-02-24,269.35,0.0,269.35,269.35,0.0,Paid,Credit Card,No
INV0002989,A0004472,CL002,C002886,P004330,2024-12-24,209.73,0.0,209.73,209.73,0.0,Paid,Online Payment,No
INV0002990,A0004473,CL005,C001200,P001804,2025-09-11,435.27,30.47,465.74,465.74,0.0,Paid,CareCredit,No
INV0002991,A0004474,CL012,C002199,P003316,2024-03-04,411.98,0.0,411.98,411.98,0.0,Paid,CareCredit,No
INV0002992,A0004478,CL008,C007700,P011591,2024-06-29,998.12,0.0,998.12,998.12,0.0,Paid,CareCredit,No
INV0002993,A0004481,CL005,C007898,P011888,2024-06-05,166.83,11.68,178.51,178.51,0.0,Paid,CareCredit,No
INV0002994,A0004482,CL002,C000632,P000926,2025-01-18,1112.83,0.0,1112.83,1112.83,0.0,Paid,Pet Insurance,No
INV0002995,A0004483,CL009,C005859,P008808,2025-08-14,261.6,18.31,279.91,279.91,0.0,Paid,Cash,No
INV0002996,A0004484,CL011,C004518,P006755,2025-05-19,154.69,0.0,154.69,154.69,0.0,Paid,Cash,No
INV0002997,A0004486,CL007,C006564,P009873,2025-04-26,333.68,0.0,333.68,333.68,0.0,Paid,Credit Card,No
INV0002998,A0004487,CL004,C004823,P007213,2024-10-23,531.38,37.2,568.58,568.58,0.0,Paid,Pet Insurance,Yes
INV0002999,A0004488,CL002,C001777,P002681,2024-06-08,95.63,0.0,95.63,95.63,0.0,Paid,Pet Insurance,Yes
INV0003000,A0004489,CL003,C006895,P010386,2024-11-30,347.98,0.0,347.98,347.98,0.0,Paid,Debit Card,No
INV0003001,A0004493,CL002,C008499,P012788,2024-05-02,208.98,14.63,223.61,223.61,0.0,Paid,Cash,No
INV0003002,A0004494,CL012,C008394,P012625,2024-04-04,515.34,0.0,515.34,515.34,0.0,Paid,Cash,No
INV0003003,A0004495,CL012,C000354,P000518,2025-09-22,1200.05,0.0,1200.05,1200.05,0.0,Paid,Online Payment,No
INV0003004,A0004498,CL010,C008030,P012092,2024-03-01,191.4,0.0,191.4,191.4,0.0,Paid,Debit Card,No
INV0003005,A0004502,CL012,C003127,P004698,2024-04-16,175.2,0.0,175.2,175.2,0.0,Paid,Pet Insurance,No
INV0003006,A0004505,CL009,C006088,P009156,2025-07-09,111.2,0.0,111.2,111.2,0.0,Paid,CareCredit,No
INV0003007,A0004507,CL007,C003718,P005539,2025-05-22,1015.49,71.08,1086.57,1086.57,0.0,Paid,Debit Card,No
INV0003008,A0004508,CL007,C008490,P012775,2024-09-13,860.61,0.0,860.61,860.61,0.0,Paid,Online Payment,No
INV0003009,A0004509,CL001,C007734,P011639,2024-12-17,169.55,11.87,181.42,181.42,0.0,Paid,Online Payment,No
INV0003010,A0004510,CL009,C005274,P007913,2025-05-30,348.05,0.0,348.05,348.05,0.0,Paid,Pet Insurance,Yes
INV0003011,A0004511,CL012,C002668,P004026,2025-09-16,297.22,0.0,297.22,165.63,131.59,Partially Paid,Online Payment,No
INV0003012,A0004513,CL006,C004924,P007368,2024-06-16,326.37,0.0,326.37,326.37,0.0,Paid,Online Payment,No
INV0003013,A0004514,CL006,C007134,P010750,2024-05-04,152.49,0.0,152.49,152.49,0.0,Paid,Online Payment,No
INV0003014,A0004515,CL009,C007160,P010785,2024-07-09,194.57,0.0,194.57,194.57,0.0,Paid,Online Payment,No
INV0003015,A0004517,CL006,C003835,P005709,2024-11-22,176.1,0.0,176.1,176.1,0.0,Paid,Credit Card,No
INV0003016,A0004518,CL002,C004494,P006720,2024-11-19,183.42,0.0,183.42,183.42,0.0,Paid,CareCredit,No
INV0003017,A0004521,CL004,C004253,P006343,2024-01-18,62.73,0.0,62.73,62.73,0.0,Paid,Credit Card,No
INV0003018,A0004522,CL004,C002482,P003758,2025-11-20,414.28,0.0,414.28,414.28,0.0,Paid,Credit Card,No
INV0003019,A0004523,CL003,C007272,P010947,2024-04-09,452.33,31.66,483.99,344.67,139.32,Partially Paid,Debit Card,No
INV0003020,A0004524,CL009,C004735,P007081,2025-10-16,116.86,8.18,125.04,125.04,0.0,Paid,CareCredit,No
INV0003021,A0004525,CL003,C004119,P006138,2024-11-01,180.08,0.0,180.08,180.08,0.0,Paid,Cash,No
INV0003022,A0004526,CL002,C004037,P006020,2024-07-20,1116.57,0.0,1116.57,1116.57,0.0,Paid,Credit Card,No
INV0003023,A0004527,CL004,C000725,P001072,2025-09-15,1226.4,0.0,1226.4,1226.4,0.0,Paid,Cash,No
INV0003024,A0004528,CL008,C006331,P009521,2025-04-09,157.1,0.0,157.1,157.1,0.0,Paid,Debit Card,No
INV0003025,A0004529,CL011,C002511,P003801,2024-02-26,682.32,0.0,682.32,682.32,0.0,Paid,Online Payment,No
INV0003026,A0004530,CL012,C004702,P007030,2025-06-30,199.79,0.0,199.79,0,199.79,Unpaid,,No
INV0003027,A0004532,CL011,C001726,P002609,2024-10-23,1047.25,0.0,1047.25,1047.25,0.0,Paid,Pet Insurance,No
INV0003028,A0004535,CL002,C000118,P000177,2025-06-11,249.2,0.0,249.2,249.2,0.0,Paid,CareCredit,No
INV0003029,A0004536,CL002,C001711,P002582,2024-09-09,330.47,23.13,353.6,353.6,0.0,Paid,Cash,No
INV0003030,A0004537,CL006,C004334,P006472,2024-09-14,654.82,0.0,654.82,654.82,0.0,Paid,Pet Insurance,No
INV0003031,A0004538,CL005,C008016,P012067,2024-01-17,549.73,38.48,588.21,588.21,0.0,Paid,CareCredit,No
INV0003032,A0004540,CL005,C007534,P011324,2024-09-10,704.34,0.0,704.34,704.34,0.0,Paid,Cash,No
INV0003033,A0004541,CL012,C005099,P007657,2024-02-03,105.29,0.0,105.29,105.29,0.0,Paid,Pet Insurance,Yes
INV0003034,A0004543,CL004,C005247,P007872,2024-10-02,430.0,0.0,430.0,430.0,0.0,Paid,Credit Card,No
INV0003035,A0004544,CL003,C006808,P010243,2024-07-05,75.64,5.29,80.93,80.93,0.0,Paid,Pet Insurance,Yes
INV0003036,A0004545,CL005,C004308,P006434,2024-01-19,221.83,0.0,221.83,221.83,0.0,Paid,Pet Insurance,Yes
INV0003037,A0004546,CL001,C007044,P010611,2025-07-10,232.43,0.0,232.43,232.43,0.0,Paid,CareCredit,No
INV0003038,A0004547,CL003,C005042,P007558,2025-01-04,189.86,0.0,189.86,189.86,0.0,Paid,Credit Card,No
INV0003039,A0004548,CL010,C005625,P008423,2024-05-24,1214.19,0.0,1214.19,1214.19,0.0,Paid,Credit Card,No
INV0003040,A0004550,CL012,C001834,P002760,2025-07-02,172.41,12.07,184.48,114.4,70.08,Partially Paid,Online Payment,No
INV0003041,A0004551,CL006,C002851,P004281,2024-04-30,1382.6,0.0,1382.6,1382.6,0.0,Paid,Pet Insurance,No
INV0003042,A0004552,CL006,C003688,P005497,2025-06-11,398.56,0.0,398.56,398.56,0.0,Paid,Online Payment,No
INV0003043,A0004553,CL005,C001988,P002989,2024-12-13,332.39,0.0,332.39,332.39,0.0,Paid,Online Payment,No
INV0003044,A0004554,CL010,C002165,P003264,2025-09-23,542.66,0.0,542.66,542.66,0.0,Paid,Cash,No
INV0003045,A0004557,CL008,C003071,P004616,2025-09-27,422.45,0.0,422.45,422.45,0.0,Paid,Debit Card,No
INV0003046,A0004558,CL001,C005483,P008217,2025-12-20,627.78,43.94,671.72,671.72,0.0,Paid,Pet Insurance,No
INV0003047,A0004560,CL009,C002315,P003490,2025-06-13,111.14,7.78,118.92,118.92,0.0,Paid,Debit Card,No
INV0003048,A0004563,CL009,C003974,P005923,2025-06-28,82.81,5.8,88.61,88.61,0.0,Paid,CareCredit,No
INV0003049,A0004565,CL001,C005887,P008847,2024-08-24,108.89,0.0,108.89,108.89,0.0,Paid,CareCredit,No
INV0003050,A0004567,CL007,C007920,P011919,2024-03-12,79.82,5.59,85.41,85.41,0.0,Paid,Credit Card,No
INV0003051,A0004568,CL007,C003564,P005328,2024-03-24,796.8,0.0,796.8,796.8,0.0,Paid,Credit Card,No
INV0003052,A0004571,CL006,C006508,P009786,2024-02-16,234.43,0.0,234.43,234.43,0.0,Paid,Cash,No
INV0003053,A0004576,CL002,C007378,P011095,2024-06-28,136.23,9.54,145.77,0,145.77,Unpaid,,No
INV0003054,A0004577,CL003,C006509,P009789,2024-09-06,131.63,0.0,131.63,131.63,0.0,Paid,Cash,No
INV0003055,A0004580,CL007,C008493,P012778,2024-06-22,297.62,0.0,297.62,297.62,0.0,Paid,Credit Card,No
INV0003056,A0004582,CL001,C000815,P001218,2025-01-17,116.16,0.0,116.16,116.16,0.0,Paid,Pet Insurance,No
INV0003057,A0004583,CL004,C007232,P010895,2025-02-09,519.03,0.0,519.03,519.03,0.0,Paid,Credit Card,No
INV0003058,A0004585,CL005,C001272,P001909,2024-09-21,268.89,18.82,287.71,287.71,0.0,Paid,Online Payment,No
INV0003059,A0004586,CL009,C002500,P003782,2024-06-17,94.7,6.63,101.33,101.33,0.0,Paid,CareCredit,No
INV0003060,A0004587,CL005,C007864,P011837,2025-02-27,76.44,0.0,76.44,76.44,0.0,Paid,Cash,No
INV0003061,A0004588,CL007,C001072,P001605,2024-06-26,145.21,0.0,145.21,145.21,0.0,Paid,CareCredit,No
INV0003062,A0004593,CL010,C004664,P006967,2024-01-25,221.87,0.0,221.87,221.87,0.0,Paid,Cash,No
INV0003063,A0004596,CL001,C004390,P006559,2025-01-09,100.22,0.0,100.22,100.22,0.0,Paid,Debit Card,No
INV0003064,A0004597,CL004,C003525,P005275,2025-11-06,240.89,0.0,240.89,240.89,0.0,Paid,Cash,No
INV0003065,A0004598,CL011,C008352,P012570,2024-06-06,204.09,0.0,204.09,204.09,0.0,Paid,Credit Card,No
INV0003066,A0004601,CL011,C003469,P005201,2024-08-19,33.58,0.0,33.58,33.58,0.0,Paid,Pet Insurance,No
INV0003067,A0004608,CL011,C000034,P000051,2025-04-25,639.38,0.0,639.38,639.38,0.0,Paid,Credit Card,No
INV0003068,A0004609,CL006,C003671,P005473,2025-07-23,275.33,0.0,275.33,275.33,0.0,Paid,Pet Insurance,Yes
INV0003069,A0004610,CL011,C005669,P008497,2024-12-04,275.49,0.0,275.49,275.49,0.0,Paid,Pet Insurance,No
INV0003070,A0004611,CL012,C008047,P012123,2024-09-30,216.38,15.15,231.53,231.53,0.0,Paid,CareCredit,No
INV0003071,A0004613,CL003,C002846,P004274,2024-03-13,1015.71,0.0,1015.71,1015.71,0.0,Paid,Cash,No
INV0003072,A0004614,CL004,C005819,P008744,2025-03-29,200.75,0.0,200.75,200.75,0.0,Paid,Debit Card,No
INV0003073,A0004615,CL010,C005733,P008606,2024-11-21,1355.89,0.0,1355.89,1355.89,0.0,Paid,Credit Card,No
INV0003074,A0004616,CL011,C003413,P005108,2024-06-26,82.53,0.0,82.53,82.53,0.0,Paid,Cash,No
INV0003075,A0004619,CL007,C002448,P003700,2025-08-27,121.02,0.0,121.02,121.02,0.0,Paid,Pet Insurance,No
INV0003076,A0004620,CL002,C001915,P002882,2025-07-31,325.81,0.0,325.81,325.81,0.0,Paid,Debit Card,No
INV0003077,A0004621,CL006,C006518,P009803,2024-01-04,1124.27,0.0,1124.27,1124.27,0.0,Paid,Debit Card,No
INV0003078,A0004622,CL007,C004703,P007032,2024-04-30,205.57,0.0,205.57,205.57,0.0,Paid,Cash,No
INV0003079,A0004623,CL008,C002715,P004093,2025-04-08,747.69,0.0,747.69,747.69,0.0,Paid,Credit Card,No
INV0003080,A0004624,CL012,C007009,P010565,2024-02-25,932.73,0.0,932.73,932.73,0.0,Paid,Credit Card,No
INV0003081,A0004625,CL005,C007459,P011220,2024-07-14,131.28,0.0,131.28,131.28,0.0,Paid,Pet Insurance,Yes
INV0003082,A0004626,CL002,C003304,P004953,2024-02-23,164.42,0.0,164.42,164.42,0.0,Paid,Credit Card,No
INV0003083,A0004627,CL004,C007652,P011513,2025-06-20,417.03,0.0,417.03,417.03,0.0,Paid,Pet Insurance,No
INV0003084,A0004628,CL002,C006045,P009097,2024-08-06,381.01,26.67,407.68,407.68,0.0,Paid,CareCredit,No
INV0003085,A0004631,CL004,C006452,P009702,2025-02-25,199.97,0.0,199.97,0,199.97,Written Off,,No
INV0003086,A0004633,CL008,C008174,P012313,2024-12-26,257.24,18.01,275.25,275.25,0.0,Paid,Online Payment,No
INV0003087,A0004634,CL008,C005651,P008464,2025-03-22,70.84,0.0,70.84,70.84,0.0,Paid,Online Payment,No
INV0003088,A0004637,CL008,C005155,P007743,2024-07-01,336.43,0.0,336.43,336.43,0.0,Paid,Debit Card,No
INV0003089,A0004638,CL012,C006018,P009057,2025-07-26,944.67,66.13,1010.8,1010.8,0.0,Paid,Debit Card,No
INV0003090,A0004641,CL002,C000088,P000130,2025-03-12,171.49,12.0,183.49,183.49,0.0,Paid,Credit Card,No
INV0003091,A0004644,CL012,C007993,P012033,2024-03-29,183.62,0.0,183.62,183.62,0.0,Paid,Online Payment,No
INV0003092,A0004646,CL006,C001883,P002827,2025-05-27,577.12,0.0,577.12,577.12,0.0,Paid,Online Payment,No
INV0003093,A0004649,CL001,C004071,P006071,2025-06-28,254.86,0.0,254.86,254.86,0.0,Paid,CareCredit,No
INV0003094,A0004650,CL011,C003738,P005568,2025-01-11,218.74,15.31,234.05,234.05,0.0,Paid,Debit Card,No
INV0003095,A0004652,CL001,C007102,P010702,2024-01-19,107.09,0.0,107.09,107.09,0.0,Paid,Pet Insurance,Yes
INV0003096,A0004653,CL012,C003630,P005416,2025-11-11,147.57,10.33,157.9,157.9,0.0,Paid,CareCredit,No
INV0003097,A0004655,CL005,C000836,P001250,2025-08-31,425.84,0.0,425.84,425.84,0.0,Paid,Credit Card,No
INV0003098,A0004656,CL007,C004641,P006930,2024-09-24,36.05,2.52,38.57,38.57,0.0,Paid,Debit Card,No
INV0003099,A0004657,CL008,C007984,P012017,2025-11-05,945.0,0.0,945.0,945.0,0.0,Paid,CareCredit,No
INV0003100,A0004659,CL007,C000355,P000519,2025-10-11,37.78,2.64,40.42,40.42,0.0,Paid,Pet Insurance,No
INV0003101,A0004660,CL010,C006097,P009174,2024-02-05,341.19,0.0,341.19,341.19,0.0,Paid,Online Payment,No
INV0003102,A0004661,CL004,C006993,P010537,2025-03-23,1362.64,95.38,1458.02,1458.02,0.0,Paid,Debit Card,No
INV0003103,A0004662,CL009,C001068,P001601,2024-04-11,203.83,0.0,203.83,203.83,0.0,Paid,Online Payment,No
INV0003104,A0004664,CL006,C006760,P010165,2025-01-06,237.8,0.0,237.8,237.8,0.0,Paid,Credit Card,No
INV0003105,A0004665,CL009,C002854,P004285,2024-03-12,96.07,6.72,102.79,102.79,0.0,Paid,Online Payment,No
INV0003106,A0004666,CL002,C000078,P000115,2025-07-28,421.65,0.0,421.65,421.65,0.0,Paid,Credit Card,No
INV0003107,A0004667,CL004,C002057,P003096,2025-01-14,121.16,8.48,129.64,129.64,0.0,Paid,Online Payment,No
INV0003108,A0004668,CL012,C001568,P002345,2025-06-25,332.57,0.0,332.57,332.57,0.0,Paid,Credit Card,No
INV0003109,A0004669,CL007,C001366,P002046,2025-08-13,591.49,0.0,591.49,591.49,0.0,Paid,Debit Card,No
