InvoiceLineID,InvoiceID,AppointmentID,ServiceID,Quantity,UnitPrice,DiscountAmount,LineTotal,RevenueCategory
IL00014049,INV0005108,A0007580,SV011,1,206.49,0.0,206.49,Imaging
IL00014050,INV0005108,A0007580,SV003,1,165.62,0.0,165.62,Emergency
IL00014051,INV0005108,A0007580,SV029,1,41.12,0.0,41.12,Treatment
IL00014052,INV0005109,A0007583,SV003,1,165.68,0.0,165.68,Emergency
IL00014053,INV0005110,A0007584,SV012,1,437.38,0.0,437.38,Imaging
IL00014054,INV0005110,A0007584,SV039,1,296.62,0.0,296.62,Specialty
IL00014055,INV0005110,A0007584,SV037,1,252.0,25.2,226.8,Specialty
IL00014056,INV0005110,A0007584,SV040,1,324.61,16.23,308.38,Specialty
IL00014057,INV0005111,A0007585,SV008,1,45.96,2.3,43.66,Diagnostics
IL00014058,INV0005111,A0007585,SV007,1,45.24,4.52,40.72,Diagnostics
IL00014059,INV0005111,A0007585,SV006,1,33.13,0.0,33.13,Preventive
IL00014060,INV0005111,A0007585,SV024,1,54.14,0.0,54.14,Preventive
IL00014061,INV0005111,A0007585,SV025,1,23.38,0.0,23.38,Grooming
IL00014062,INV0005112,A0007586,SV022,1,145.75,0.0,145.75,Treatment
IL00014063,INV0005112,A0007586,SV016,1,512.85,25.64,487.21,Surgery
IL00014064,INV0005112,A0007586,SV020,1,692.88,0.0,692.88,Surgery
IL00014065,INV0005113,A0007588,SV002,1,89.72,0.0,89.72,Medical
IL00014066,INV0005113,A0007588,SV034,1,71.42,0.0,71.42,Rehabilitation
IL00014067,INV0005113,A0007588,SV029,1,35.35,0.0,35.35,Treatment
IL00014068,INV0005114,A0007589,SV002,1,102.41,0.0,102.41,Medical
IL00014069,INV0005114,A0007589,SV009,1,180.85,9.04,171.81,Diagnostics
IL00014070,INV0005114,A0007589,SV010,1,69.31,3.47,65.84,Diagnostics
IL00014071,INV0005115,A0007593,SV027,1,58.06,0.0,58.06,Diagnostics
IL00014072,INV0005115,A0007593,SV009,1,189.65,18.96,170.69,Diagnostics
IL00014073,INV0005115,A0007593,SV011,1,244.58,0.0,244.58,Imaging
IL00014074,INV0005115,A0007593,SV029,1,41.54,2.08,39.46,Treatment
IL00014075,INV0005116,A0007595,SV001,1,75.2,0.0,75.2,Preventive
IL00014076,INV0005116,A0007595,SV025,1,24.66,2.47,22.19,Grooming
IL00014077,INV0005116,A0007595,SV008,1,39.77,0.0,39.77,Diagnostics
IL00014078,INV0005117,A0007596,SV014,1,169.94,16.99,152.95,Dental
IL00014079,INV0005117,A0007596,SV009,1,180.55,18.06,162.49,Diagnostics
IL00014080,INV0005117,A0007596,SV013,1,493.04,24.65,468.39,Dental
IL00014081,INV0005117,A0007596,SV015,1,299.74,29.97,269.77,Dental
IL00014082,INV0005118,A0007597,SV005,1,117.5,0.0,117.5,Preventive
IL00014083,INV0005118,A0007597,SV008,1,41.0,2.05,38.95,Diagnostics
IL00014084,INV0005118,A0007597,SV006,1,37.83,0.0,37.83,Preventive
IL00014085,INV0005118,A0007597,SV004,1,110.71,5.54,105.17,Preventive
IL00014086,INV0005119,A0007598,SV002,1,91.56,0.0,91.56,Medical
IL00014087,INV0005119,A0007598,SV029,1,41.66,0.0,41.66,Treatment
IL00014088,INV0005119,A0007598,SV026,1,61.64,6.16,55.48,Diagnostics
IL00014089,INV0005120,A0007599,SV011,1,221.8,0.0,221.8,Imaging
IL00014090,INV0005121,A0007600,SV001,1,79.27,0.0,79.27,Preventive
IL00014091,INV0005121,A0007600,SV008,1,42.35,0.0,42.35,Diagnostics
IL00014092,INV0005121,A0007600,SV007,1,48.93,4.89,44.04,Diagnostics
IL00014093,INV0005121,A0007600,SV004,1,125.18,6.26,118.92,Preventive
IL00014094,INV0005121,A0007600,SV005,1,103.03,0.0,103.03,Preventive
IL00014095,INV0005122,A0007601,SV037,1,254.17,12.71,241.46,Specialty
IL00014096,INV0005122,A0007601,SV039,1,258.89,12.94,245.95,Specialty
IL00014097,INV0005122,A0007601,SV011,1,241.69,0.0,241.69,Imaging
IL00014098,INV0005122,A0007601,SV012,1,414.89,20.74,394.15,Imaging
IL00014099,INV0005123,A0007602,SV034,1,69.62,0.0,69.62,Rehabilitation
IL00014100,INV0005123,A0007602,SV002,1,89.9,4.5,85.4,Medical
IL00014101,INV0005123,A0007602,SV029,1,38.51,0.0,38.51,Treatment
IL00014102,INV0005124,A0007605,SV009,1,202.23,0.0,202.23,Diagnostics
IL00014103,INV0005125,A0007607,SV005,1,100.16,5.01,95.15,Preventive
IL00014104,INV0005125,A0007607,SV004,1,113.34,11.33,102.01,Preventive
IL00014105,INV0005125,A0007607,SV001,1,76.37,0.0,76.37,Preventive
IL00014106,INV0005126,A0007609,SV004,1,108.27,0.0,108.27,Preventive
IL00014107,INV0005126,A0007609,SV025,1,23.55,0.0,23.55,Grooming
IL00014108,INV0005127,A0007610,SV009,1,192.92,0.0,192.92,Diagnostics
IL00014109,INV0005127,A0007610,SV020,1,679.41,67.94,611.47,Surgery
IL00014110,INV0005128,A0007614,SV022,1,158.24,0.0,158.24,Treatment
IL00014111,INV0005128,A0007614,SV029,1,36.57,0.0,36.57,Treatment
IL00014112,INV0005128,A0007614,SV026,1,59.21,5.92,53.29,Diagnostics
IL00014113,INV0005128,A0007614,SV002,1,92.08,0.0,92.08,Medical
IL00014114,INV0005129,A0007615,SV010,1,70.35,0.0,70.35,Diagnostics
IL00014115,INV0005129,A0007615,SV002,1,100.94,0.0,100.94,Medical
IL00014116,INV0005130,A0007616,SV022,1,150.0,15.0,135.0,Treatment
IL00014117,INV0005130,A0007616,SV023,1,423.99,21.2,402.79,Hospitalization
IL00014118,INV0005130,A0007616,SV003,1,171.57,0.0,171.57,Emergency
IL00014119,INV0005130,A0007616,SV029,1,41.73,4.17,37.56,Treatment
IL00014120,INV0005131,A0007617,SV029,1,35.39,3.54,31.85,Treatment
IL00014121,INV0005131,A0007617,SV026,1,53.42,0.0,53.42,Diagnostics
IL00014122,INV0005131,A0007617,SV002,1,90.33,0.0,90.33,Medical
IL00014123,INV0005131,A0007617,SV010,1,71.44,0.0,71.44,Diagnostics
IL00014124,INV0005131,A0007617,SV011,1,237.06,0.0,237.06,Imaging
IL00014125,INV0005132,A0007618,SV004,1,120.05,0.0,120.05,Preventive
IL00014126,INV0005132,A0007618,SV006,1,33.85,0.0,33.85,Preventive
IL00014127,INV0005132,A0007618,SV005,1,113.16,0.0,113.16,Preventive
IL00014128,INV0005133,A0007620,SV024,1,57.01,5.7,51.31,Preventive
IL00014129,INV0005133,A0007620,SV025,1,26.45,2.65,23.8,Grooming
IL00014130,INV0005134,A0007621,SV011,1,211.64,10.58,201.06,Imaging
IL00014131,INV0005134,A0007621,SV023,1,384.12,19.21,364.91,Hospitalization
IL00014132,INV0005135,A0007622,SV011,1,226.8,0.0,226.8,Imaging
IL00014133,INV0005135,A0007622,SV010,1,66.57,3.33,63.24,Diagnostics
IL00014134,INV0005135,A0007622,SV009,1,178.17,8.91,169.26,Diagnostics
IL00014135,INV0005135,A0007622,SV029,1,39.68,0.0,39.68,Treatment
IL00014136,INV0005136,A0007625,SV009,1,183.97,0.0,183.97,Diagnostics
IL00014137,INV0005136,A0007625,SV010,1,66.79,0.0,66.79,Diagnostics
IL00014138,INV0005136,A0007625,SV002,1,91.4,0.0,91.4,Medical
IL00014139,INV0005136,A0007625,SV027,1,62.51,6.25,56.26,Diagnostics
IL00014140,INV0005136,A0007625,SV022,1,158.43,15.84,142.59,Treatment
IL00014141,INV0005137,A0007628,SV014,1,178.6,0.0,178.6,Dental
IL00014142,INV0005137,A0007628,SV009,1,170.62,8.53,162.09,Diagnostics
IL00014143,INV0005137,A0007628,SV013,1,576.77,28.84,547.93,Dental
IL00014144,INV0005137,A0007628,SV015,1,315.81,31.58,284.23,Dental
IL00014145,INV0005138,A0007629,SV001,1,76.2,3.81,72.39,Preventive
IL00014146,INV0005138,A0007629,SV004,1,117.87,0.0,117.87,Preventive
IL00014147,INV0005139,A0007630,SV025,1,25.58,2.56,23.02,Grooming
IL00014148,INV0005139,A0007630,SV008,1,40.49,2.02,38.47,Diagnostics
IL00014149,INV0005140,A0007631,SV027,1,60.67,0.0,60.67,Diagnostics
IL00014150,INV0005140,A0007631,SV009,1,192.93,19.29,173.64,Diagnostics
IL00014151,INV0005140,A0007631,SV022,1,152.59,0.0,152.59,Treatment
IL00014152,INV0005140,A0007631,SV026,1,54.65,0.0,54.65,Diagnostics
IL00014153,INV0005141,A0007632,SV001,1,83.82,0.0,83.82,Preventive
IL00014154,INV0005141,A0007632,SV005,1,111.62,0.0,111.62,Preventive
IL00014155,INV0005142,A0007633,SV026,1,53.57,2.68,50.89,Diagnostics
IL00014156,INV0005142,A0007633,SV010,1,71.49,0.0,71.49,Diagnostics
IL00014157,INV0005143,A0007634,SV010,1,70.06,0.0,70.06,Diagnostics
IL00014158,INV0005143,A0007634,SV027,1,66.99,6.7,60.29,Diagnostics
IL00014159,INV0005144,A0007635,SV029,1,37.27,0.0,37.27,Treatment
IL00014160,INV0005144,A0007635,SV010,1,67.47,0.0,67.47,Diagnostics
IL00014161,INV0005144,A0007635,SV027,1,60.57,0.0,60.57,Diagnostics
IL00014162,INV0005145,A0007636,SV025,1,23.36,0.0,23.36,Grooming
IL00014163,INV0005145,A0007636,SV008,1,46.43,0.0,46.43,Diagnostics
IL00014164,INV0005145,A0007636,SV024,1,57.9,0.0,57.9,Preventive
IL00014165,INV0005146,A0007637,SV002,1,94.33,9.43,84.9,Medical
IL00014166,INV0005146,A0007637,SV027,1,64.05,3.2,60.85,Diagnostics
IL00014167,INV0005146,A0007637,SV009,1,198.08,9.9,188.18,Diagnostics
IL00014168,INV0005147,A0007638,SV025,1,25.43,0.0,25.43,Grooming
IL00014169,INV0005147,A0007638,SV007,1,49.93,4.99,44.94,Diagnostics
IL00014170,INV0005147,A0007638,SV001,1,79.66,0.0,79.66,Preventive
IL00014171,INV0005148,A0007640,SV012,1,437.1,43.71,393.39,Imaging
IL00014172,INV0005148,A0007640,SV040,1,312.56,0.0,312.56,Specialty
IL00014173,INV0005148,A0007640,SV037,1,250.05,0.0,250.05,Specialty
IL00014174,INV0005148,A0007640,SV009,1,198.9,0.0,198.9,Diagnostics
IL00014175,INV0005149,A0007643,SV040,1,273.21,0.0,273.21,Specialty
IL00014176,INV0005149,A0007643,SV037,1,228.48,11.42,217.06,Specialty
IL00014177,INV0005149,A0007643,SV038,1,240.83,0.0,240.83,Specialty
IL00014178,INV0005150,A0007644,SV022,1,134.2,0.0,134.2,Treatment
IL00014179,INV0005151,A0007645,SV004,1,121.0,6.05,114.95,Preventive
IL00014180,INV0005152,A0007647,SV005,1,108.64,5.43,103.21,Preventive
IL00014181,INV0005152,A0007647,SV006,1,34.78,0.0,34.78,Preventive
IL00014182,INV0005152,A0007647,SV001,1,75.66,3.78,71.88,Preventive
IL00014183,INV0005153,A0007648,SV017,1,365.89,36.59,329.3,Surgery
IL00014184,INV0005154,A0007649,SV008,1,46.55,0.0,46.55,Diagnostics
IL00014185,INV0005155,A0007650,SV005,1,100.11,5.01,95.1,Preventive
IL00014186,INV0005155,A0007650,SV001,1,69.26,0.0,69.26,Preventive
IL00014187,INV0005156,A0007651,SV006,1,34.67,0.0,34.67,Preventive
IL00014188,INV0005156,A0007651,SV004,1,105.82,0.0,105.82,Preventive
IL00014189,INV0005157,A0007652,SV002,1,96.8,4.84,91.96,Medical
IL00014190,INV0005157,A0007652,SV027,1,62.61,0.0,62.61,Diagnostics
IL00014191,INV0005158,A0007653,SV006,1,38.14,0.0,38.14,Preventive
IL00014192,INV0005158,A0007653,SV008,1,44.95,0.0,44.95,Diagnostics
IL00014193,INV0005158,A0007653,SV005,1,111.03,11.1,99.93,Preventive
IL00014194,INV0005159,A0007654,SV040,1,268.27,26.83,241.44,Specialty
IL00014195,INV0005159,A0007654,SV037,1,238.58,0.0,238.58,Specialty
IL00014196,INV0005159,A0007654,SV012,1,431.24,0.0,431.24,Imaging
IL00014197,INV0005159,A0007654,SV009,1,190.71,0.0,190.71,Diagnostics
IL00014198,INV0005160,A0007656,SV038,1,227.92,0.0,227.92,Specialty
IL00014199,INV0005160,A0007656,SV037,1,236.92,11.85,225.07,Specialty
IL00014200,INV0005161,A0007658,SV019,1,216.16,0.0,216.16,Surgery
IL00014201,INV0005161,A0007658,SV022,1,146.51,0.0,146.51,Treatment
IL00014202,INV0005162,A0007659,SV007,1,53.74,0.0,53.74,Diagnostics
IL00014203,INV0005162,A0007659,SV008,1,41.52,4.15,37.37,Diagnostics
IL00014204,INV0005163,A0007662,SV008,1,38.79,0.0,38.79,Diagnostics
IL00014205,INV0005163,A0007662,SV001,1,70.89,0.0,70.89,Preventive
IL00014206,INV0005163,A0007662,SV024,1,55.29,0.0,55.29,Preventive
IL00014207,INV0005163,A0007662,SV006,1,36.78,0.0,36.78,Preventive
IL00014208,INV0005163,A0007662,SV004,1,122.48,6.12,116.36,Preventive
IL00014209,INV0005164,A0007663,SV004,1,123.91,0.0,123.91,Preventive
IL00014210,INV0005164,A0007663,SV005,1,108.35,0.0,108.35,Preventive
IL00014211,INV0005165,A0007664,SV009,1,178.48,0.0,178.48,Diagnostics
IL00014212,INV0005165,A0007664,SV027,1,64.19,0.0,64.19,Diagnostics
IL00014213,INV0005165,A0007664,SV010,1,61.44,6.14,55.3,Diagnostics
IL00014214,INV0005166,A0007665,SV029,1,38.24,0.0,38.24,Treatment
IL00014215,INV0005166,A0007665,SV034,1,68.31,3.42,64.89,Rehabilitation
IL00014216,INV0005167,A0007666,SV019,1,246.85,12.34,234.51,Surgery
IL00014217,INV0005167,A0007666,SV020,1,694.14,0.0,694.14,Surgery
IL00014218,INV0005168,A0007667,SV017,1,372.42,0.0,372.42,Surgery
IL00014219,INV0005169,A0007669,SV008,1,43.94,2.2,41.74,Diagnostics
IL00014220,INV0005169,A0007669,SV004,1,116.31,5.82,110.49,Preventive
IL00014221,INV0005169,A0007669,SV024,1,53.27,2.66,50.61,Preventive
IL00014222,INV0005169,A0007669,SV001,1,83.67,0.0,83.67,Preventive
IL00014223,INV0005169,A0007669,SV006,1,33.17,1.66,31.51,Preventive
IL00014224,INV0005170,A0007670,SV012,1,403.14,20.16,382.98,Imaging
IL00014225,INV0005170,A0007670,SV040,1,280.11,28.01,252.1,Specialty
IL00014226,INV0005170,A0007670,SV038,1,250.19,12.51,237.68,Specialty
IL00014227,INV0005171,A0007671,SV008,1,43.89,0.0,43.89,Diagnostics
IL00014228,INV0005171,A0007671,SV004,1,106.03,0.0,106.03,Preventive
IL00014229,INV0005172,A0007672,SV020,1,783.22,39.16,744.06,Surgery
IL00014230,INV0005172,A0007672,SV019,1,209.71,10.49,199.22,Surgery
IL00014231,INV0005172,A0007672,SV023,1,407.24,40.72,366.52,Hospitalization
IL00014232,INV0005173,A0007673,SV040,1,310.62,31.06,279.56,Specialty
IL00014233,INV0005173,A0007673,SV009,1,198.55,0.0,198.55,Diagnostics
IL00014234,INV0005173,A0007673,SV037,1,257.56,0.0,257.56,Specialty
IL00014235,INV0005174,A0007674,SV004,1,121.97,0.0,121.97,Preventive
IL00014236,INV0005174,A0007674,SV005,1,117.03,0.0,117.03,Preventive
IL00014237,INV0005174,A0007674,SV006,1,37.41,0.0,37.41,Preventive
IL00014238,INV0005175,A0007675,SV025,1,22.4,0.0,22.4,Grooming
IL00014239,INV0005176,A0007676,SV015,1,312.15,31.21,280.94,Dental
IL00014240,INV0005176,A0007676,SV014,1,163.35,0.0,163.35,Dental
IL00014241,INV0005176,A0007676,SV013,1,489.59,48.96,440.63,Dental
IL00014242,INV0005177,A0007677,SV001,1,75.53,0.0,75.53,Preventive
IL00014243,INV0005177,A0007677,SV005,1,117.47,5.87,111.6,Preventive
IL00014244,INV0005178,A0007679,SV002,1,104.56,0.0,104.56,Medical
IL00014245,INV0005178,A0007679,SV009,1,173.5,0.0,173.5,Diagnostics
IL00014246,INV0005178,A0007679,SV010,1,69.37,0.0,69.37,Diagnostics
IL00014247,INV0005179,A0007680,SV011,1,243.74,0.0,243.74,Imaging
IL00014248,INV0005179,A0007680,SV022,1,145.79,14.58,131.21,Treatment
IL00014249,INV0005179,A0007680,SV002,1,89.5,8.95,80.55,Medical
IL00014250,INV0005180,A0007681,SV002,1,99.2,0.0,99.2,Medical
IL00014251,INV0005180,A0007681,SV009,1,203.2,0.0,203.2,Diagnostics
IL00014252,INV0005181,A0007683,SV007,1,49.67,0.0,49.67,Diagnostics
IL00014253,INV0005181,A0007683,SV004,1,128.51,0.0,128.51,Preventive
IL00014254,INV0005182,A0007684,SV004,1,109.44,0.0,109.44,Preventive
IL00014255,INV0005182,A0007684,SV006,1,33.29,3.33,29.96,Preventive
IL00014256,INV0005182,A0007684,SV024,1,52.97,0.0,52.97,Preventive
IL00014257,INV0005183,A0007685,SV008,1,40.96,4.1,36.86,Diagnostics
IL00014258,INV0005183,A0007685,SV006,1,34.26,3.43,30.83,Preventive
IL00014259,INV0005184,A0007686,SV015,1,333.4,0.0,333.4,Dental
IL00014260,INV0005184,A0007686,SV009,1,203.2,0.0,203.2,Diagnostics
IL00014261,INV0005184,A0007686,SV022,1,152.5,0.0,152.5,Treatment
IL00014262,INV0005184,A0007686,SV014,1,184.66,0.0,184.66,Dental
IL00014263,INV0005185,A0007689,SV027,1,67.62,0.0,67.62,Diagnostics
IL00014264,INV0005185,A0007689,SV022,1,149.02,0.0,149.02,Treatment
IL00014265,INV0005185,A0007689,SV026,1,56.64,2.83,53.81,Diagnostics
IL00014266,INV0005186,A0007690,SV011,1,224.0,0.0,224.0,Imaging
IL00014267,INV0005186,A0007690,SV022,1,158.23,7.91,150.32,Treatment
IL00014268,INV0005186,A0007690,SV002,1,102.38,0.0,102.38,Medical
IL00014269,INV0005187,A0007693,SV024,1,58.72,2.94,55.78,Preventive
IL00014270,INV0005187,A0007693,SV001,1,81.69,0.0,81.69,Preventive
IL00014271,INV0005187,A0007693,SV005,1,99.88,4.99,94.89,Preventive
IL00014272,INV0005188,A0007694,SV023,1,407.68,0.0,407.68,Hospitalization
IL00014273,INV0005189,A0007695,SV029,1,42.27,4.23,38.04,Treatment
IL00014274,INV0005189,A0007695,SV027,1,57.71,2.89,54.82,Diagnostics
IL00014275,INV0005189,A0007695,SV022,1,148.38,14.84,133.54,Treatment
IL00014276,INV0005189,A0007695,SV002,1,100.53,0.0,100.53,Medical
IL00014277,INV0005190,A0007696,SV005,1,110.69,0.0,110.69,Preventive
IL00014278,INV0005190,A0007696,SV004,1,122.5,6.12,116.38,Preventive
IL00014279,INV0005191,A0007697,SV006,1,34.3,0.0,34.3,Preventive
IL00014280,INV0005191,A0007697,SV001,1,78.28,7.83,70.45,Preventive
IL00014281,INV0005191,A0007697,SV005,1,112.31,11.23,101.08,Preventive
IL00014282,INV0005192,A0007698,SV006,1,35.49,1.77,33.72,Preventive
IL00014283,INV0005193,A0007700,SV018,1,287.27,28.73,258.54,Surgery
IL00014284,INV0005193,A0007700,SV017,1,411.73,0.0,411.73,Surgery
IL00014285,INV0005194,A0007701,SV021,1,496.09,0.0,496.09,Emergency
IL00014286,INV0005194,A0007701,SV011,1,242.6,0.0,242.6,Imaging
IL00014287,INV0005195,A0007702,SV023,1,387.5,19.38,368.12,Hospitalization
IL00014288,INV0005195,A0007702,SV022,1,146.47,0.0,146.47,Treatment
IL00014289,INV0005196,A0007703,SV010,1,62.06,0.0,62.06,Diagnostics
IL00014290,INV0005197,A0007704,SV010,1,70.66,0.0,70.66,Diagnostics
IL00014291,INV0005197,A0007704,SV002,1,100.44,5.02,95.42,Medical
IL00014292,INV0005198,A0007707,SV006,1,34.92,3.49,31.43,Preventive
IL00014293,INV0005198,A0007707,SV005,1,106.6,0.0,106.6,Preventive
IL00014294,INV0005199,A0007708,SV022,1,157.39,15.74,141.65,Treatment
IL00014295,INV0005199,A0007708,SV010,1,66.17,0.0,66.17,Diagnostics
IL00014296,INV0005199,A0007708,SV002,1,103.93,5.2,98.73,Medical
IL00014297,INV0005200,A0007712,SV008,1,46.23,2.31,43.92,Diagnostics
IL00014298,INV0005200,A0007712,SV005,1,112.27,11.23,101.04,Preventive
IL00014299,INV0005201,A0007713,SV009,1,175.48,0.0,175.48,Diagnostics
IL00014300,INV0005202,A0007716,SV005,1,97.23,9.72,87.51,Preventive
IL00014301,INV0005202,A0007716,SV001,1,74.71,0.0,74.71,Preventive
IL00014302,INV0005203,A0007717,SV022,1,143.97,0.0,143.97,Treatment
IL00014303,INV0005203,A0007717,SV023,1,375.66,0.0,375.66,Hospitalization
IL00014304,INV0005204,A0007719,SV012,1,397.86,0.0,397.86,Imaging
IL00014305,INV0005204,A0007719,SV009,1,189.45,0.0,189.45,Diagnostics
IL00014306,INV0005205,A0007721,SV022,1,133.68,13.37,120.31,Treatment
IL00014307,INV0005205,A0007721,SV011,1,238.31,23.83,214.48,Imaging
IL00014308,INV0005205,A0007721,SV026,1,57.24,0.0,57.24,Diagnostics
IL00014309,INV0005206,A0007722,SV029,1,41.17,4.12,37.05,Treatment
IL00014310,INV0005206,A0007722,SV021,1,438.32,0.0,438.32,Emergency
IL00014311,INV0005206,A0007722,SV023,1,411.54,41.15,370.39,Hospitalization
IL00014312,INV0005207,A0007723,SV025,1,24.87,0.0,24.87,Grooming
IL00014313,INV0005207,A0007723,SV008,1,39.72,0.0,39.72,Diagnostics
IL00014314,INV0005207,A0007723,SV024,1,57.13,0.0,57.13,Preventive
IL00014315,INV0005207,A0007723,SV006,1,37.4,0.0,37.4,Preventive
IL00014316,INV0005207,A0007723,SV001,1,76.43,0.0,76.43,Preventive
IL00014317,INV0005208,A0007724,SV008,1,38.75,0.0,38.75,Diagnostics
IL00014318,INV0005208,A0007724,SV006,1,33.08,0.0,33.08,Preventive
IL00014319,INV0005209,A0007725,SV007,1,45.25,0.0,45.25,Diagnostics
IL00014320,INV0005209,A0007725,SV024,1,58.74,2.94,55.8,Preventive
IL00014321,INV0005210,A0007726,SV009,1,201.66,0.0,201.66,Diagnostics
IL00014322,INV0005210,A0007726,SV002,1,93.89,9.39,84.5,Medical
IL00014323,INV0005211,A0007729,SV027,1,61.65,6.17,55.48,Diagnostics
IL00014324,INV0005211,A0007729,SV011,1,245.33,0.0,245.33,Imaging
IL00014325,INV0005211,A0007729,SV026,1,55.91,5.59,50.32,Diagnostics
IL00014326,INV0005211,A0007729,SV010,1,72.06,0.0,72.06,Diagnostics
IL00014327,INV0005212,A0007731,SV010,1,61.58,0.0,61.58,Diagnostics
IL00014328,INV0005212,A0007731,SV027,1,67.9,0.0,67.9,Diagnostics
IL00014329,INV0005212,A0007731,SV002,1,92.23,0.0,92.23,Medical
IL00014330,INV0005213,A0007732,SV025,1,25.75,0.0,25.75,Grooming
IL00014331,INV0005213,A0007732,SV008,1,38.81,3.88,34.93,Diagnostics
IL00014332,INV0005214,A0007733,SV001,1,69.39,0.0,69.39,Preventive
IL00014333,INV0005214,A0007733,SV005,1,115.48,0.0,115.48,Preventive
IL00014334,INV0005214,A0007733,SV006,1,38.11,0.0,38.11,Preventive
IL00014335,INV0005214,A0007733,SV004,1,115.0,11.5,103.5,Preventive
IL00014336,INV0005215,A0007735,SV006,1,35.74,0.0,35.74,Preventive
IL00014337,INV0005215,A0007735,SV001,1,70.43,0.0,70.43,Preventive
IL00014338,INV0005216,A0007736,SV002,1,89.99,9.0,80.99,Medical
IL00014339,INV0005216,A0007736,SV034,1,61.87,0.0,61.87,Rehabilitation
IL00014340,INV0005217,A0007737,SV040,1,277.32,0.0,277.32,Specialty
IL00014341,INV0005217,A0007737,SV038,1,240.07,0.0,240.07,Specialty
IL00014342,INV0005217,A0007737,SV037,1,250.52,12.53,237.99,Specialty
IL00014343,INV0005218,A0007738,SV012,1,418.76,20.94,397.82,Imaging
IL00014344,INV0005218,A0007738,SV009,1,182.54,0.0,182.54,Diagnostics
IL00014345,INV0005218,A0007738,SV037,1,256.32,25.63,230.69,Specialty
IL00014346,INV0005218,A0007738,SV038,1,251.25,0.0,251.25,Specialty
IL00014347,INV0005218,A0007738,SV040,1,270.26,13.51,256.75,Specialty
IL00014348,INV0005219,A0007739,SV005,1,99.76,4.99,94.77,Preventive
IL00014349,INV0005219,A0007739,SV001,1,75.75,7.58,68.17,Preventive
IL00014350,INV0005219,A0007739,SV006,1,34.73,0.0,34.73,Preventive
IL00014351,INV0005220,A0007741,SV024,1,58.04,0.0,58.04,Preventive
IL00014352,INV0005221,A0007742,SV006,1,36.92,0.0,36.92,Preventive
IL00014353,INV0005221,A0007742,SV004,1,125.04,12.5,112.54,Preventive
IL00014354,INV0005221,A0007742,SV007,1,49.78,4.98,44.8,Diagnostics
IL00014355,INV0005222,A0007743,SV005,1,116.67,5.83,110.84,Preventive
IL00014356,INV0005223,A0007744,SV018,1,325.74,16.29,309.45,Surgery
IL00014357,INV0005223,A0007744,SV017,1,395.88,0.0,395.88,Surgery
IL00014358,INV0005224,A0007745,SV029,1,38.08,0.0,38.08,Treatment
IL00014359,INV0005225,A0007748,SV027,1,67.26,0.0,67.26,Diagnostics
IL00014360,INV0005225,A0007748,SV009,1,186.51,0.0,186.51,Diagnostics
IL00014361,INV0005225,A0007748,SV026,1,57.25,0.0,57.25,Diagnostics
IL00014362,INV0005226,A0007749,SV009,1,185.02,0.0,185.02,Diagnostics
IL00014363,INV0005226,A0007749,SV011,1,210.75,0.0,210.75,Imaging
IL00014364,INV0005226,A0007749,SV037,1,237.72,0.0,237.72,Specialty
IL00014365,INV0005227,A0007750,SV002,1,95.52,0.0,95.52,Medical
IL00014366,INV0005227,A0007750,SV009,1,200.92,0.0,200.92,Diagnostics
IL00014367,INV0005227,A0007750,SV029,1,37.98,0.0,37.98,Treatment
IL00014368,INV0005227,A0007750,SV010,1,71.44,0.0,71.44,Diagnostics
IL00014369,INV0005227,A0007750,SV022,1,152.5,0.0,152.5,Treatment
IL00014370,INV0005228,A0007751,SV023,1,365.33,18.27,347.06,Hospitalization
IL00014371,INV0005228,A0007751,SV009,1,198.61,0.0,198.61,Diagnostics
IL00014372,INV0005228,A0007751,SV019,1,216.95,0.0,216.95,Surgery
IL00014373,INV0005228,A0007751,SV016,1,503.59,50.36,453.23,Surgery
IL00014374,INV0005229,A0007752,SV010,1,66.95,0.0,66.95,Diagnostics
IL00014375,INV0005229,A0007752,SV002,1,97.08,4.85,92.23,Medical
IL00014376,INV0005229,A0007752,SV022,1,133.66,0.0,133.66,Treatment
IL00014377,INV0005229,A0007752,SV027,1,65.98,0.0,65.98,Diagnostics
IL00014378,INV0005229,A0007752,SV009,1,174.94,0.0,174.94,Diagnostics
IL00014379,INV0005230,A0007753,SV006,1,36.82,0.0,36.82,Preventive
IL00014380,INV0005230,A0007753,SV001,1,81.42,0.0,81.42,Preventive
IL00014381,INV0005231,A0007754,SV004,1,109.29,0.0,109.29,Preventive
IL00014382,INV0005231,A0007754,SV006,1,34.99,0.0,34.99,Preventive
IL00014383,INV0005231,A0007754,SV008,1,42.94,4.29,38.65,Diagnostics
IL00014384,INV0005232,A0007755,SV023,1,412.25,0.0,412.25,Hospitalization
IL00014385,INV0005232,A0007755,SV021,1,465.31,0.0,465.31,Emergency
IL00014386,INV0005232,A0007755,SV011,1,246.36,0.0,246.36,Imaging
IL00014387,INV0005232,A0007755,SV009,1,183.62,18.36,165.26,Diagnostics
IL00014388,INV0005233,A0007756,SV018,1,281.45,0.0,281.45,Surgery
IL00014389,INV0005234,A0007757,SV008,1,39.79,0.0,39.79,Diagnostics
IL00014390,INV0005234,A0007757,SV007,1,48.39,0.0,48.39,Diagnostics
IL00014391,INV0005234,A0007757,SV005,1,101.53,0.0,101.53,Preventive
