PetID,ClientID,PetName,Species,Breed,Sex,SpayedNeutered,DateOfBirth,WeightLbs,InsuranceStatus,ChronicCondition,PetStatus
P001011,C000684,Penny,Cat,Domestic Shorthair,Female,Yes,2013-04-09,13.5,Insured,Arthritis,Active
P001012,C000685,Tucker,Cat,Ragdoll,Female,Yes,2017-10-13,17.5,Not Insured,None,Active
P001013,C000686,Finn,Dog,German Shepherd,Female,No,2020-11-27,56.5,Not Insured,Allergies,Active
P001014,C000686,Milo,Dog,German Shepherd,Male,No,2009-04-29,42.6,Not Insured,Diabetes,Active
P001015,C000687,Ginger,Dog,Labrador Retriever,Male,No,2022-01-31,45.9,Not Insured,None,Active
P001016,C000688,Stella,Cat,Domestic Shorthair,Male,Yes,2016-12-30,15.4,Not Insured,None,Active
P001017,C000688,Willow,Dog,Golden Retriever,Male,Yes,2017-06-15,70.6,Not Insured,None,Active
P001018,C000689,Ginger,Dog,Yorkshire Terrier,Male,Yes,2020-02-07,13.8,Not Insured,Allergies,Active
P001019,C000690,Pepper,Rabbit,Netherland Dwarf,Male,Yes,2014-02-20,6.4,Not Insured,None,Active
P001020,C000691,Ginger,Cat,Domestic Shorthair,Female,Yes,2023-09-27,19.2,Not Insured,None,Active
P001021,C000691,Bella,Dog,Poodle,Male,Yes,2016-06-14,94.5,Not Insured,Seizure Disorder,Active
P001022,C000691,Max,Dog,Poodle,Male,Yes,2022-11-06,57.9,Not Insured,None,Active
P001023,C000692,Rocky,Dog,Poodle,Male,Yes,2024-05-17,14.5,Not Insured,None,Active
P001024,C000693,Oliver,Dog,Australian Shepherd,Male,No,2025-04-06,66.7,Not Insured,None,Active
P001025,C000694,Molly,Dog,Great Dane,Female,Yes,2013-01-21,47.9,Insured,Seizure Disorder,Active
P001026,C000695,Oliver,Dog,Australian Shepherd,Female,Yes,2022-06-22,54.2,Not Insured,None,Active
P001027,C000696,Teddy,Dog,Mixed Breed,Male,Yes,2022-01-01,28.2,Not Insured,Diabetes,Active
P001028,C000697,Rosie,Dog,German Shepherd,Female,Yes,2015-04-03,79.2,Insured,None,Active
P001029,C000698,Jasper,Cat,Domestic Shorthair,Male,Yes,2021-04-26,9.6,Insured,None,Active
P001030,C000699,Teddy,Cat,Domestic Longhair,Male,Yes,2022-03-17,9.4,Insured,None,Active
P001031,C000699,Willow,Dog,German Shepherd,Male,Yes,2014-12-16,97.5,Not Insured,None,Active
P001032,C000700,Daisy,Dog,Golden Retriever,Female,Yes,2011-05-18,42.7,Insured,Seizure Disorder,Active
P001033,C000700,Lola,Rabbit,Holland Lop,Female,Yes,2019-07-10,5.9,Not Insured,None,Active
P001034,C000701,Ruby,Reptile,Ball Python,Male,Yes,2017-04-23,5.5,Not Insured,None,Active
P001035,C000701,Milo,Cat,Ragdoll,Male,Yes,2025-06-10,8.4,Insured,None,Active
P001036,C000702,Bailey,Dog,Beagle,Male,Yes,2013-12-14,96.7,Insured,Kidney Disease,Active
P001037,C000703,Pepper,Dog,Labrador Retriever,Male,Yes,2023-07-19,68.5,Insured,None,Active
P001038,C000704,Hazel,Dog,Yorkshire Terrier,Male,Yes,2015-11-28,88.9,Not Insured,Arthritis,Active
P001039,C000704,Hazel,Cat,Bengal,Female,Yes,2020-04-28,6.0,Insured,None,Inactive
P001040,C000705,Lola,Dog,Poodle,Male,No,2019-11-03,84.8,Insured,None,Active
P001041,C000706,Murphy,Rabbit,Holland Lop,Male,Yes,2021-03-29,11.8,Not Insured,None,Active
P001042,C000707,Finn,Dog,Poodle,Male,Yes,2023-02-07,59.1,Not Insured,None,Deceased
P001043,C000708,Pepper,Cat,Persian,Female,No,2019-07-25,15.2,Insured,None,Active
P001044,C000709,Tucker,Dog,Mixed Breed,Male,Yes,2021-11-15,11.6,Not Insured,None,Active
P001045,C000709,Nala,Cat,Siamese,Female,Yes,2021-04-20,17.2,Not Insured,Kidney Disease,Active
P001046,C000709,Pepper,Dog,Chihuahua,Male,Yes,2020-09-12,4.6,Not Insured,None,Active
P001047,C000709,Buddy,Dog,German Shepherd,Male,Yes,2022-10-29,32.6,Not Insured,None,Active
P001048,C000710,Nala,Dog,Poodle,Male,Yes,2019-10-04,80.2,Not Insured,None,Active
P001049,C000710,Buddy,Cat,Domestic Longhair,Male,Yes,2018-12-23,14.1,Not Insured,None,Active
P001050,C000711,Scout,Dog,Great Dane,Female,Yes,2020-06-03,81.7,Not Insured,None,Active
P001051,C000711,Nala,Rabbit,Mini Rex,Female,No,2014-08-23,3.5,Insured,Arthritis,Active
P001052,C000712,Lucy,Dog,Boxer,Female,Yes,2024-06-05,19.6,Not Insured,None,Active
P001053,C000713,Rosie,Dog,German Shepherd,Female,Yes,2020-03-17,41.2,Not Insured,Heart Disease,Active
P001054,C000714,Cooper,Cat,Russian Blue,Male,Yes,2021-01-16,12.2,Not Insured,None,Active
P001055,C000715,Rosie,Dog,Chihuahua,Male,Yes,2021-07-13,7.9,Not Insured,None,Active
P001056,C000715,Charlie,Other,Other,Female,Yes,2014-12-23,10.5,Not Insured,Diabetes,Deceased
P001057,C000716,Mochi,Cat,Domestic Longhair,Male,Yes,2019-03-21,17.6,Not Insured,None,Active
P001058,C000716,Daisy,Cat,Siamese,Female,Yes,2016-08-18,17.3,Not Insured,None,Active
P001059,C000717,Leo,Dog,Golden Retriever,Female,Yes,2014-01-03,14.5,Not Insured,None,Active
P001060,C000717,Luna,Dog,Labrador Retriever,Female,No,2019-05-01,64.7,Insured,None,Active
P001061,C000717,Lola,Cat,Domestic Shorthair,Male,Yes,2019-09-27,19.7,Not Insured,None,Active
P001062,C000718,Bear,Cat,Persian,Male,Yes,2025-10-13,14.5,Insured,Allergies,Active
P001063,C000719,Hazel,Dog,Beagle,Female,Yes,2014-07-03,93.1,Not Insured,None,Active
P001064,C000719,Sadie,Cat,Domestic Longhair,Female,Yes,2018-03-25,14.2,Not Insured,None,Active
P001065,C000720,Penny,Dog,Great Dane,Female,Yes,2018-02-16,19.6,Not Insured,None,Active
P001066,C000721,Cooper,Dog,Mixed Breed,Male,Yes,2025-09-23,58.9,Not Insured,Arthritis,Active
P001067,C000721,Molly,Dog,French Bulldog,Female,No,2024-04-17,86.1,Insured,Seizure Disorder,Active
P001068,C000721,Lucy,Cat,Ragdoll,Male,Yes,2021-05-17,12.4,Not Insured,None,Active
P001069,C000722,Tucker,Bird,African Grey,Male,Yes,2017-03-05,8.8,Not Insured,None,Active
P001070,C000723,Winston,Dog,Poodle,Male,No,2020-11-03,79.5,Not Insured,None,Active
P001071,C000724,Milo,Dog,Australian Shepherd,Male,Yes,2018-01-24,51.6,Not Insured,None,Active
P001072,C000725,Tucker,Dog,Labrador Retriever,Male,Yes,2023-09-01,85.0,Not Insured,None,Active
P001073,C000726,Blue,Dog,Yorkshire Terrier,Male,Yes,2012-06-17,28.5,Not Insured,None,Active
P001074,C000726,Molly,Dog,Chihuahua,Female,Yes,2022-02-06,69.1,Insured,None,Active
P001075,C000727,Biscuit,Dog,Labrador Retriever,Male,Yes,2020-10-29,74.9,Not Insured,None,Active
P001076,C000728,Nala,Other,Guinea Pig,Male,Yes,2014-08-30,10.8,Not Insured,None,Active
P001077,C000728,Bear,Rabbit,Holland Lop,Male,No,2020-02-02,7.4,Not Insured,Arthritis,Active
P001078,C000729,Max,Dog,Australian Shepherd,Female,Yes,2020-06-06,32.2,Not Insured,None,Active
P001079,C000730,Mochi,Cat,Maine Coon,Male,No,2011-07-29,6.0,Insured,None,Active
P001080,C000731,Leo,Dog,Golden Retriever,Male,Yes,2015-06-08,72.1,Not Insured,Arthritis,Active
P001081,C000731,Cooper,Rabbit,Mixed Breed,Female,Yes,2024-12-20,7.5,Insured,Kidney Disease,Active
P001082,C000731,Pepper,Dog,Yorkshire Terrier,Male,Yes,2013-05-21,10.6,Insured,None,Active
P001083,C000731,Max,Dog,Boxer,Female,Yes,2016-04-06,29.3,Not Insured,None,Active
P001084,C000732,Lucy,Cat,Russian Blue,Female,No,2025-03-02,16.4,Not Insured,None,Active
P001085,C000732,Stella,Dog,Yorkshire Terrier,Male,Yes,2012-10-11,18.5,Not Insured,Arthritis,Active
P001086,C000732,Daisy,Cat,Domestic Shorthair,Female,Yes,2014-09-02,8.4,Not Insured,Arthritis,Active
P001087,C000733,Buddy,Dog,Golden Retriever,Female,Yes,2022-04-23,71.3,Not Insured,None,Active
P001088,C000734,Hazel,Dog,Golden Retriever,Female,Yes,2025-05-30,45.0,Insured,None,Active
P001089,C000734,Bella,Cat,Domestic Shorthair,Female,Yes,2019-05-05,7.6,Insured,Heart Disease,Active
P001090,C000735,Leo,Dog,Labrador Retriever,Female,No,2025-01-30,48.0,Insured,None,Active
P001091,C000736,Buddy,Dog,Boxer,Male,Yes,2022-01-09,67.4,Not Insured,None,Inactive
P001092,C000736,Sadie,Dog,Beagle,Male,No,2016-08-08,53.6,Not Insured,None,Active
P001093,C000736,Teddy,Dog,Yorkshire Terrier,Female,Yes,2022-07-10,42.0,Not Insured,None,Active
P001094,C000737,Max,Dog,Golden Retriever,Female,Yes,2016-02-26,64.8,Not Insured,Kidney Disease,Active
P001095,C000737,Buddy,Dog,Boxer,Male,Yes,2011-07-04,7.9,Insured,Allergies,Active
P001096,C000738,Sadie,Dog,Golden Retriever,Female,Yes,2021-01-24,89.9,Not Insured,None,Active
P001097,C000739,Blue,Cat,Siamese,Male,Yes,2019-08-13,7.2,Not Insured,None,Active
P001098,C000739,Murphy,Cat,Russian Blue,Female,Yes,2019-03-17,18.6,Not Insured,Allergies,Active
P001099,C000740,Oliver,Dog,Beagle,Female,Yes,2019-02-21,56.9,Not Insured,Arthritis,Active
P001100,C000740,Biscuit,Dog,Labrador Retriever,Female,Yes,2023-06-05,26.4,Not Insured,Allergies,Active
P001101,C000741,Winston,Dog,Boxer,Male,Yes,2015-07-04,96.4,Not Insured,None,Active
P001102,C000742,Buddy,Dog,Mixed Breed,Female,Yes,2019-08-03,37.8,Not Insured,None,Active
P001103,C000743,Poppy,Dog,Beagle,Male,Yes,2018-04-14,4.2,Not Insured,None,Active
P001104,C000744,Jasper,Cat,Ragdoll,Female,Yes,2016-06-12,14.0,Not Insured,Arthritis,Active
P001105,C000744,Ruby,Dog,Boxer,Female,No,2024-08-30,98.3,Not Insured,None,Active
P001106,C000744,Bella,Dog,Boxer,Female,Yes,2019-03-04,76.5,Not Insured,None,Active
P001107,C000744,Ginger,Dog,Chihuahua,Male,Yes,2022-03-12,18.0,Not Insured,None,Active
P001108,C000745,Sadie,Other,Hamster,Female,No,2012-06-04,10.5,Not Insured,None,Active
P001109,C000746,Cooper,Cat,Russian Blue,Female,Yes,2017-02-24,13.7,Not Insured,Heart Disease,Active
P001110,C000746,Penny,Dog,Mixed Breed,Male,Yes,2023-10-15,74.2,Insured,Heart Disease,Active
P001111,C000747,Bella,Dog,German Shepherd,Female,Yes,2025-05-11,97.6,Insured,None,Active
P001112,C000747,Biscuit,Dog,Chihuahua,Male,Yes,2013-05-15,17.1,Insured,Allergies,Active
P001113,C000748,Milo,Dog,French Bulldog,Female,Yes,2020-07-02,36.7,Not Insured,Allergies,Active
P001114,C000749,Rosie,Dog,Chihuahua,Female,Yes,2013-08-27,9.9,Not Insured,None,Active
P001115,C000750,Penny,Dog,German Shepherd,Male,Yes,2024-04-23,85.2,Not Insured,None,Active
P001116,C000750,Rosie,Rabbit,Mixed Breed,Male,Yes,2016-10-05,9.2,Not Insured,None,Active
P001117,C000750,Nala,Dog,Boxer,Female,Yes,2023-09-14,41.3,Not Insured,None,Active
P001118,C000751,Leo,Dog,Australian Shepherd,Female,Yes,2013-01-20,62.2,Not Insured,Diabetes,Active
P001119,C000752,Pepper,Cat,Bengal,Male,Yes,2015-11-12,7.5,Not Insured,None,Active
P001120,C000753,Oliver,Dog,Australian Shepherd,Female,Yes,2025-07-15,26.3,Not Insured,Seizure Disorder,Active
P001121,C000754,Charlie,Reptile,Turtle,Male,No,2025-06-30,11.3,Insured,None,Active
P001122,C000754,Sadie,Cat,Ragdoll,Female,Yes,2014-09-16,9.1,Insured,None,Active
P001123,C000754,Finn,Dog,Chihuahua,Male,Yes,2024-08-26,54.4,Not Insured,None,Active
P001124,C000755,Willow,Dog,Australian Shepherd,Female,No,2017-05-29,79.6,Not Insured,None,Active
P001125,C000756,Rocky,Dog,French Bulldog,Female,Yes,2019-06-06,71.8,Not Insured,None,Active
P001126,C000757,Bella,Dog,Poodle,Male,Yes,2017-09-02,47.6,Not Insured,None,Active
P001127,C000758,Coco,Dog,Beagle,Female,Yes,2020-05-07,5.3,Not Insured,Arthritis,Active
P001128,C000759,Nala,Dog,Yorkshire Terrier,Male,No,2023-11-18,48.8,Insured,None,Active
P001129,C000760,Scout,Cat,Bengal,Female,Yes,2017-11-14,8.9,Not Insured,Heart Disease,Active
P001130,C000760,Bear,Dog,Great Dane,Female,Yes,2016-06-19,60.3,Not Insured,Kidney Disease,Active
P001131,C000761,Leo,Cat,Domestic Longhair,Male,Yes,2018-06-25,15.8,Not Insured,None,Active
P001132,C000761,Bella,Dog,Mixed Breed,Female,Yes,2022-01-15,77.4,Insured,None,Active
P001133,C000761,Cooper,Dog,Yorkshire Terrier,Male,Yes,2011-05-14,85.2,Not Insured,Arthritis,Active
P001134,C000761,Poppy,Dog,French Bulldog,Male,Yes,2018-05-21,69.6,Not Insured,None,Active
P001135,C000762,Oliver,Dog,Yorkshire Terrier,Female,Yes,2020-05-23,85.7,Not Insured,None,Active
P001136,C000762,Murphy,Rabbit,Mixed Breed,Male,Yes,2019-08-04,5.3,Not Insured,None,Active
P001137,C000762,Winston,Dog,German Shepherd,Male,Yes,2014-10-13,92.2,Not Insured,None,Active
P001138,C000763,Teddy,Dog,Golden Retriever,Female,Yes,2022-03-22,51.7,Not Insured,None,Active
P001139,C000763,Finn,Rabbit,Holland Lop,Female,Yes,2021-10-04,10.9,Not Insured,Seizure Disorder,Active
P001140,C000763,Sadie,Dog,Poodle,Male,Yes,2022-03-17,97.5,Insured,None,Inactive
P001141,C000763,Teddy,Dog,Beagle,Male,Yes,2025-04-19,38.1,Insured,Allergies,Active
P001142,C000764,Bear,Dog,Yorkshire Terrier,Male,Yes,2014-12-09,53.7,Not Insured,None,Active
P001143,C000765,Lucy,Dog,Poodle,Male,Yes,2024-10-04,78.4,Not Insured,Seizure Disorder,Active
P001144,C000765,Buddy,Dog,Australian Shepherd,Female,Yes,2013-04-20,59.7,Insured,Allergies,Active
P001145,C000766,Murphy,Dog,Great Dane,Female,Yes,2023-08-23,98.6,Not Insured,Allergies,Active
P001146,C000767,Lucy,Cat,Maine Coon,Female,Yes,2017-07-26,8.8,Not Insured,None,Inactive
P001147,C000768,Murphy,Dog,Beagle,Male,No,2021-06-28,25.0,Insured,Arthritis,Active
P001148,C000769,Blue,Cat,Russian Blue,Male,Yes,2013-08-18,19.4,Not Insured,Arthritis,Active
P001149,C000769,Ruby,Dog,Chihuahua,Male,Yes,2022-08-15,84.8,Not Insured,None,Active
P001150,C000770,Pepper,Dog,Boxer,Male,Yes,2020-05-23,96.0,Not Insured,Allergies,Active
P001151,C000771,Blue,Dog,Chihuahua,Female,Yes,2016-04-05,43.7,Insured,None,Active
P001152,C000772,Lola,Cat,Domestic Longhair,Male,Yes,2017-06-09,18.3,Not Insured,Arthritis,Active
P001153,C000772,Scout,Dog,Beagle,Male,Yes,2022-03-30,58.8,Insured,Arthritis,Inactive
P001154,C000773,Scout,Dog,Chihuahua,Male,Yes,2017-05-04,70.8,Not Insured,None,Active
P001155,C000774,Finn,Dog,Beagle,Male,Yes,2017-02-24,12.2,Insured,Arthritis,Active
P001156,C000775,Scout,Dog,German Shepherd,Female,Yes,2020-06-01,98.7,Not Insured,None,Active
P001157,C000775,Pepper,Dog,Chihuahua,Female,Yes,2018-12-02,93.1,Not Insured,Arthritis,Active
P001158,C000776,Max,Cat,Domestic Shorthair,Female,Yes,2017-10-04,18.4,Insured,None,Active
P001159,C000777,Bella,Cat,Ragdoll,Male,Yes,2013-03-14,14.3,Not Insured,Allergies,Active
P001160,C000778,Ruby,Dog,German Shepherd,Male,No,2018-07-05,35.3,Not Insured,None,Active
P001161,C000779,Oliver,Rabbit,Netherland Dwarf,Female,Yes,2016-01-29,5.2,Insured,None,Inactive
P001162,C000780,Rosie,Cat,Persian,Female,Yes,2022-12-26,15.1,Insured,Arthritis,Active
P001163,C000780,Murphy,Rabbit,Mini Rex,Female,Yes,2017-03-15,8.2,Not Insured,Diabetes,Active
P001164,C000781,Sadie,Dog,Great Dane,Male,Yes,2013-10-14,87.9,Not Insured,None,Active
P001165,C000781,Daisy,Cat,Domestic Shorthair,Female,No,2014-04-09,9.9,Insured,Diabetes,Active
P001166,C000782,Tucker,Dog,Beagle,Male,Yes,2023-06-13,49.0,Not Insured,Allergies,Active
P001167,C000782,Finn,Rabbit,Holland Lop,Male,Yes,2017-01-30,10.2,Not Insured,None,Active
P001168,C000782,Leo,Cat,Bengal,Female,Yes,2025-02-06,12.6,Not Insured,Arthritis,Active
P001169,C000783,Scout,Cat,Persian,Male,Yes,2016-05-25,6.1,Not Insured,None,Active
P001170,C000784,Ginger,Dog,Mixed Breed,Female,Yes,2018-05-07,20.3,Not Insured,None,Active
P001171,C000785,Teddy,Bird,Conure,Female,Yes,2025-04-11,6.3,Insured,Seizure Disorder,Deceased
P001172,C000785,Bella,Dog,Labrador Retriever,Female,Yes,2019-10-02,48.1,Not Insured,Arthritis,Active
P001173,C000786,Lucy,Dog,Poodle,Male,Yes,2025-11-16,27.4,Not Insured,None,Active
P001174,C000787,Murphy,Dog,Beagle,Female,Yes,2022-05-17,69.3,Not Insured,None,Active
P001175,C000788,Ruby,Rabbit,Mini Rex,Female,Yes,2018-10-12,4.8,Not Insured,Kidney Disease,Active
P001176,C000788,Biscuit,Dog,Labrador Retriever,Male,Yes,2023-06-12,47.5,Not Insured,None,Active
P001177,C000789,Sadie,Cat,Domestic Shorthair,Male,No,2015-03-15,7.9,Insured,None,Active
P001178,C000790,Teddy,Cat,Persian,Male,Yes,2011-06-18,5.1,Not Insured,Heart Disease,Active
P001179,C000791,Coco,Cat,Persian,Male,No,2015-09-02,12.3,Not Insured,Heart Disease,Inactive
P001180,C000791,Coco,Dog,Australian Shepherd,Male,Yes,2025-01-01,4.4,Insured,Arthritis,Active
P001181,C000792,Leo,Dog,Chihuahua,Female,Yes,2021-12-02,20.7,Not Insured,None,Active
P001182,C000793,Winston,Bird,Cockatiel,Male,No,2021-06-11,1.9,Insured,None,Active
P001183,C000793,Murphy,Dog,Poodle,Female,Yes,2021-04-22,10.6,Not Insured,None,Active
P001184,C000794,Poppy,Cat,Bengal,Male,Yes,2025-03-19,9.8,Not Insured,None,Active
P001185,C000795,Bella,Dog,Poodle,Male,Yes,2018-08-17,29.1,Not Insured,None,Active
P001186,C000796,Oliver,Cat,Bengal,Male,Yes,2020-10-16,10.6,Not Insured,None,Active
P001187,C000797,Penny,Dog,Australian Shepherd,Female,Yes,2023-05-05,66.7,Not Insured,None,Active
P001188,C000798,Finn,Cat,Ragdoll,Female,No,2022-12-25,12.2,Not Insured,Arthritis,Active
P001189,C000798,Milo,Dog,Boxer,Male,Yes,2025-01-18,65.0,Insured,Allergies,Active
P001190,C000799,Rocky,Dog,Great Dane,Female,No,2019-12-09,7.1,Not Insured,None,Active
P001191,C000799,Pepper,Dog,Labrador Retriever,Male,Yes,2015-08-08,24.1,Not Insured,None,Active
P001192,C000799,Winston,Dog,Great Dane,Female,Yes,2025-02-03,71.6,Not Insured,None,Active
P001193,C000800,Sadie,Dog,Golden Retriever,Female,Yes,2017-03-25,67.5,Insured,Diabetes,Active
P001194,C000800,Molly,Cat,Domestic Longhair,Female,Yes,2022-10-22,11.6,Not Insured,None,Active
P001195,C000800,Bella,Dog,Yorkshire Terrier,Female,Yes,2023-04-27,63.1,Not Insured,None,Active
P001196,C000801,Winston,Dog,French Bulldog,Female,Yes,2016-09-20,71.9,Not Insured,Arthritis,Active
P001197,C000802,Molly,Dog,Great Dane,Male,Yes,2015-11-23,91.2,Not Insured,Arthritis,Active
P001198,C000803,Bailey,Dog,Boxer,Male,Yes,2019-01-06,5.1,Not Insured,None,Active
P001199,C000804,Sadie,Other,Guinea Pig,Female,Yes,2015-04-09,1.2,Not Insured,Kidney Disease,Active
P001200,C000805,Tucker,Cat,Domestic Shorthair,Female,Yes,2015-09-24,10.0,Not Insured,Allergies,Active
P001201,C000806,Bear,Cat,Domestic Shorthair,Female,No,2019-05-31,8.0,Not Insured,Arthritis,Active
P001202,C000807,Biscuit,Dog,Beagle,Male,Yes,2021-09-02,55.9,Insured,Arthritis,Active
P001203,C000807,Oliver,Dog,Golden Retriever,Male,Yes,2017-01-17,74.9,Insured,None,Active
P001204,C000808,Rocky,Cat,Bengal,Male,Yes,2023-12-01,16.2,Insured,Arthritis,Active
P001205,C000808,Tucker,Dog,Australian Shepherd,Female,Yes,2017-07-15,91.8,Not Insured,Seizure Disorder,Active
P001206,C000808,Nala,Dog,Yorkshire Terrier,Male,Yes,2015-02-16,18.8,Not Insured,None,Active
P001207,C000809,Teddy,Cat,Domestic Longhair,Female,No,2022-06-07,6.8,Insured,Diabetes,Active
P001208,C000810,Oliver,Dog,Golden Retriever,Female,No,2021-06-23,61.6,Not Insured,None,Active
P001209,C000810,Teddy,Dog,Golden Retriever,Male,Yes,2016-03-06,30.8,Not Insured,None,Active
P001210,C000810,Duke,Dog,Beagle,Female,No,2020-06-16,37.7,Not Insured,Arthritis,Active
P001211,C000811,Murphy,Dog,Australian Shepherd,Female,Yes,2020-08-15,67.0,Not Insured,None,Active
P001212,C000812,Poppy,Cat,Siamese,Male,Yes,2017-01-30,18.6,Not Insured,Arthritis,Active
P001213,C000812,Tucker,Dog,Boxer,Male,Yes,2020-07-19,48.8,Not Insured,Kidney Disease,Active
P001214,C000812,Nala,Cat,Bengal,Female,Yes,2015-11-03,9.4,Insured,None,Active
P001215,C000813,Cooper,Dog,Great Dane,Male,Yes,2018-02-07,10.6,Not Insured,None,Active
P001216,C000814,Stella,Dog,Chihuahua,Male,Yes,2019-04-04,20.1,Not Insured,Arthritis,Active
P001217,C000815,Scout,Dog,Chihuahua,Male,Yes,2020-08-20,91.0,Insured,None,Active
P001218,C000815,Leo,Cat,Bengal,Male,Yes,2018-08-27,17.7,Not Insured,Allergies,Active
P001219,C000816,Penny,Dog,Boxer,Female,Yes,2017-01-25,17.2,Insured,None,Active
P001220,C000816,Zoe,Cat,Domestic Longhair,Female,Yes,2025-09-17,14.2,Not Insured,None,Active
P001221,C000817,Bear,Dog,Chihuahua,Male,Yes,2025-11-28,97.8,Not Insured,None,Active
P001222,C000818,Buddy,Cat,Persian,Male,Yes,2020-11-16,10.8,Not Insured,Arthritis,Active
P001223,C000819,Charlie,Dog,Chihuahua,Female,Yes,2015-09-20,26.5,Not Insured,Arthritis,Active
P001224,C000819,Lucy,Cat,Domestic Shorthair,Female,Yes,2014-08-17,6.5,Not Insured,None,Deceased
P001225,C000820,Buddy,Cat,Bengal,Female,No,2015-06-05,19.9,Not Insured,None,Active
P001226,C000820,Coco,Dog,Yorkshire Terrier,Female,Yes,2022-09-05,78.1,Not Insured,None,Active
P001227,C000820,Max,Dog,Beagle,Male,Yes,2016-09-05,25.9,Not Insured,None,Active
P001228,C000821,Bailey,Dog,Labrador Retriever,Female,Yes,2022-08-23,69.3,Not Insured,Arthritis,Active
P001229,C000822,Murphy,Dog,Australian Shepherd,Male,Yes,2020-09-12,70.1,Not Insured,Kidney Disease,Active
P001230,C000823,Ginger,Cat,Siamese,Female,Yes,2017-06-14,16.7,Not Insured,Heart Disease,Active
P001231,C000824,Duke,Dog,Labrador Retriever,Female,Yes,2015-11-19,15.6,Not Insured,None,Active
P001232,C000825,Bailey,Dog,Poodle,Female,Yes,2018-04-12,69.6,Not Insured,None,Active
P001233,C000825,Rosie,Dog,German Shepherd,Female,Yes,2016-02-01,46.6,Not Insured,Allergies,Inactive
P001234,C000825,Milo,Cat,Bengal,Male,Yes,2020-07-04,14.7,Not Insured,None,Active
P001235,C000826,Sadie,Dog,German Shepherd,Male,Yes,2014-03-11,87.2,Not Insured,Arthritis,Active
P001236,C000827,Leo,Dog,German Shepherd,Male,Yes,2025-11-09,33.9,Insured,None,Active
P001237,C000827,Finn,Dog,Yorkshire Terrier,Male,Yes,2018-12-16,71.6,Not Insured,Diabetes,Inactive
P001238,C000828,Buddy,Dog,Labrador Retriever,Male,No,2020-09-27,36.9,Not Insured,None,Active
P001239,C000829,Biscuit,Dog,Poodle,Male,No,2015-01-14,64.6,Not Insured,None,Active
P001240,C000830,Bailey,Dog,German Shepherd,Female,Yes,2013-08-15,77.1,Not Insured,Seizure Disorder,Active
P001241,C000830,Max,Rabbit,Mixed Breed,Male,Yes,2016-11-22,4.8,Not Insured,None,Active
P001242,C000831,Buddy,Cat,Maine Coon,Male,Yes,2014-01-24,10.8,Not Insured,None,Active
P001243,C000832,Pepper,Dog,Golden Retriever,Female,Yes,2022-12-15,64.6,Insured,Diabetes,Active
P001244,C000832,Molly,Dog,Chihuahua,Male,No,2024-09-27,69.1,Insured,None,Active
P001245,C000833,Jasper,Cat,Domestic Longhair,Male,Yes,2022-09-18,18.8,Not Insured,None,Active
P001246,C000834,Pepper,Cat,Persian,Male,Yes,2021-11-10,12.0,Not Insured,None,Active
P001247,C000834,Coco,Dog,Poodle,Female,No,2022-08-13,74.6,Insured,Allergies,Active
P001248,C000834,Scout,Dog,Labrador Retriever,Male,Yes,2018-05-31,78.4,Not Insured,None,Active
P001249,C000835,Lucy,Cat,Domestic Longhair,Female,No,2023-12-20,10.0,Not Insured,None,Active
P001250,C000836,Molly,Dog,Golden Retriever,Male,Yes,2011-12-08,61.3,Not Insured,None,Active
P001251,C000836,Ginger,Bird,Cockatiel,Female,Yes,2020-07-29,7.3,Not Insured,None,Active
P001252,C000837,Winston,Dog,French Bulldog,Male,Yes,2019-08-04,4.3,Insured,Kidney Disease,Active
P001253,C000837,Duke,Dog,Beagle,Male,Yes,2023-02-11,41.0,Not Insured,None,Active
P001254,C000838,Lucy,Dog,Poodle,Male,No,2025-12-17,44.2,Not Insured,Allergies,Active
P001255,C000838,Biscuit,Dog,Yorkshire Terrier,Female,Yes,2017-12-15,25.6,Not Insured,None,Active
P001256,C000839,Ruby,Dog,German Shepherd,Female,No,2015-04-04,71.1,Insured,None,Active
P001257,C000840,Willow,Cat,Domestic Shorthair,Female,Yes,2024-04-09,16.1,Insured,None,Active
P001258,C000840,Lucy,Dog,Chihuahua,Female,No,2023-04-03,92.6,Insured,None,Active
P001259,C000841,Pepper,Dog,Mixed Breed,Female,No,2018-03-10,48.6,Not Insured,None,Active
P001260,C000842,Biscuit,Cat,Bengal,Male,No,2018-01-24,11.9,Insured,Diabetes,Active
P001261,C000843,Bella,Cat,Persian,Male,Yes,2022-08-10,10.0,Not Insured,None,Active
P001262,C000843,Charlie,Cat,Domestic Shorthair,Male,Yes,2017-09-25,12.1,Insured,None,Active
P001263,C000843,Scout,Dog,Australian Shepherd,Female,Yes,2016-03-24,93.9,Insured,Heart Disease,Active
P001264,C000844,Mochi,Cat,Siamese,Female,Yes,2017-12-14,16.0,Insured,None,Active
P001265,C000844,Poppy,Reptile,Ball Python,Female,Yes,2015-11-05,5.2,Not Insured,None,Active
P001266,C000845,Teddy,Dog,Great Dane,Male,Yes,2025-03-08,23.9,Not Insured,Arthritis,Active
P001267,C000846,Coco,Dog,Australian Shepherd,Male,Yes,2017-11-22,80.5,Not Insured,None,Active
P001268,C000846,Murphy,Dog,Golden Retriever,Male,No,2022-08-07,29.9,Not Insured,None,Active
P001269,C000847,Max,Dog,Beagle,Female,No,2020-05-12,34.0,Not Insured,None,Active
